timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1520025056.167144,0.072070,0.362256,-0.084254,-0.042297,-0.019598,-0.025624,0.067334,-0.354385,-0.932672,0.073947,-0.068558,0.047418,-5.542950,-46.373146,-51.386730,,,,,,,
1520025056.177128,0.071898,0.361516,-0.084768,-0.076666,-0.040324,-0.063601,0.067193,-0.353693,-0.932945,0.061835,-0.084265,0.030830,-5.119373,-46.740284,-51.097233,,,,,,,
1520025056.187116,0.071618,0.360667,-0.085664,-0.077084,-0.066197,-0.096719,0.066953,-0.352898,-0.933263,0.056261,-0.092414,0.022100,-5.119373,-46.740284,-51.097233,,,,,,,
1520025056.197100,0.071177,0.359989,-0.086878,-0.052058,-0.091941,-0.125118,0.066558,-0.352264,-0.933531,0.040437,-0.099534,0.026594,-5.101204,-46.671371,-51.161995,,,,,,,
1520025056.207084,0.071910,0.367775,-0.088701,-0.029402,-0.082511,-0.139624,0.067043,-0.359540,-0.930718,0.011357,-0.097216,0.028435,-5.090595,-46.646919,-51.185345,,,,,,,
1520025056.217052,0.071947,0.367560,-0.090121,-0.007222,-0.033543,-0.130600,0.067083,-0.359340,-0.930793,-0.021917,-0.089101,0.020392,-5.032756,-47.055019,-50.816196,,,,,,,
1520025056.237039,0.073931,0.367290,-0.092165,-0.009530,0.122134,-0.065278,0.068938,-0.359088,-0.930754,-0.034834,-0.077619,0.005858,-4.928545,-47.058659,-50.823040,,,,,,,
1520025056.227055,0.072606,0.367423,-0.091349,-0.004453,0.043119,-0.108003,0.067700,-0.359212,-0.930797,-0.022534,-0.089229,0.020397,-5.032756,-47.055019,-50.816196,,,,,,,
1520025056.247015,0.075654,0.367001,-0.092387,-0.036160,0.174739,-0.009126,0.070548,-0.358818,-0.930738,-0.027564,-0.052178,-0.065615,-4.839875,-47.058506,-50.831699,,,,,,,
1520025056.257011,0.075689,0.366059,-0.091325,-0.087284,0.198641,0.047602,0.070607,-0.357938,-0.931072,-0.016774,-0.030932,-0.090870,-4.745631,-47.045700,-50.852432,,,,,,,
1520025056.266995,0.077325,0.364883,-0.090405,-0.134843,0.194737,0.085139,0.072162,-0.356840,-0.931374,-0.018329,-0.032031,-0.090568,-4.767610,-46.989731,-50.902100,,,,,,,
1520025056.276983,0.078663,0.363383,-0.089189,-0.165074,0.169469,0.106946,0.073450,-0.355439,-0.931809,0.032431,0.031525,-0.126647,-4.703547,-46.923027,-50.969551,,,,,,,
1520025056.286966,0.079450,0.361715,-0.087785,-0.179190,0.113382,0.120446,0.074231,-0.353878,-0.932341,0.051730,0.018338,-0.155016,-4.660834,-46.837509,-51.052071,,,,,,,
1520025056.296950,0.079427,0.360196,-0.086279,-0.153935,0.029820,0.133525,0.074252,-0.352457,-0.932878,0.051710,0.016917,-0.154479,-4.660834,-46.837509,-51.052071,,,,,,,
1520025056.306921,0.078603,0.359230,-0.084556,-0.093827,-0.032261,0.160062,0.073510,-0.351554,-0.933277,-0.007119,-0.152749,-0.136944,-4.684144,-46.652512,-51.219048,,,,,,,
,,,,,,,,,,,,,,,,44.566725,-123.271873,70.240570,-1.000000,-1.000000,1520025002.207242,
1520025056.316923,0.077818,0.358700,-0.082737,-0.064142,-0.001344,0.165984,0.072792,-0.351057,-0.933520,-0.037147,-0.168932,-0.116025,-4.766694,-46.589447,-51.268806,,,,,,,
1520025056.326907,0.077692,0.357776,-0.080909,-0.128945,0.069491,0.161775,0.072699,-0.350192,-0.933852,-0.037054,-0.169797,-0.115693,-4.766694,-46.589447,-51.268806,,,,,,,
1520025056.336870,0.078265,0.355609,-0.079262,-0.264406,0.129118,0.125362,0.073294,-0.348161,-0.934565,-0.059378,-0.088286,-0.250020,-4.900956,-46.485466,-51.350471,,,,,,,
1520025056.346878,0.079442,0.352196,-0.078232,-0.371415,0.156462,0.048918,0.074487,-0.344959,-0.935657,-0.064279,-0.012218,-0.332424,-4.905498,-46.361496,-51.461998,,,,,,,
1520025056.356862,0.080585,0.348072,-0.078106,-0.423825,0.097847,-0.045975,0.075670,-0.341086,-0.936981,-0.065462,-0.016091,-0.331100,-4.905498,-46.361496,-51.461998,,,,,,,
,,,,,,,,,,,,,,,,44.565363,-123.272920,70.117012,-1.000000,-1.000000,1520025047.736461,
1520025056.366831,0.081278,0.343643,-0.079130,-0.432168,0.016793,-0.163584,0.076442,-0.336919,-0.938425,-0.093364,0.232152,-0.437017,-4.787461,-45.966713,-51.825966,,,,,,,
1520025056.376834,0.081628,0.339605,-0.081458,-0.361841,-0.065056,-0.277671,0.076880,-0.333115,-0.939747,-0.093802,0.228348,-0.435696,-4.787461,-45.966713,-51.825966,,,,,,,
1520025056.386818,0.081368,0.336963,-0.084649,-0.189498,-0.152228,-0.331303,0.076707,-0.330623,-0.940641,-0.089540,0.265285,-0.388903,-4.616623,-45.559067,-52.200073,,,,,,,
1520025056.396796,0.080508,0.336885,-0.088069,0.094297,-0.211717,-0.316781,0.075900,-0.330549,-0.940732,-0.086887,0.270445,-0.281177,-4.539276,-45.449017,-52.302689,,,,,,,
1520025056.406790,0.079527,0.339652,-0.091475,0.361963,-0.206429,-0.292818,0.074904,-0.333159,-0.939891,-0.105224,0.257307,-0.125554,-4.496807,-45.473148,-52.285378,,,,,,,
1520025056.416774,0.078943,0.343999,-0.094731,0.478432,-0.154815,-0.262919,0.074241,-0.337255,-0.938481,-0.131523,0.213247,0.000142,-4.471206,-45.643929,-52.138561,,,,,,,
1520025056.426749,0.078550,0.348516,-0.097456,0.459199,-0.127619,-0.204553,0.073752,-0.341504,-0.936982,-0.136008,0.162457,0.069459,-4.434134,-45.894127,-51.921638,,,,,,,
1520025056.436746,0.077984,0.352170,-0.099463,0.347379,-0.124010,-0.145748,0.073124,-0.344935,-0.935774,-0.129505,0.143138,0.101835,-4.401194,-46.147594,-51.699303,,,,,,,
1520025056.446730,0.077583,0.354593,-0.100929,0.224375,-0.078326,-0.112651,0.072683,-0.347209,-0.934967,-0.116903,0.133311,0.101959,-4.392267,-46.350182,-51.518520,,,,,,,
1520025056.456705,0.077510,0.356196,-0.102321,0.157538,-0.053176,-0.122319,0.072572,-0.348712,-0.934416,-0.102113,0.140795,0.073988,-4.384092,-46.485191,-51.397430,,,,,,,
1520025056.466702,0.077594,0.357391,-0.104080,0.124384,-0.054898,-0.167701,0.072618,-0.349831,-0.933994,-0.091097,0.160058,0.037754,-4.357926,-46.577614,-51.315918,,,,,,,
1520025056.476686,0.077800,0.358269,-0.106383,0.095673,-0.062031,-0.222613,0.072786,-0.350654,-0.933672,-0.091265,0.160880,0.037432,-4.357926,-46.577614,-51.315918,,,,,,,
1520025056.486655,0.078212,0.358586,-0.109300,0.036307,-0.059830,-0.287648,0.073163,-0.350951,-0.933531,-0.063016,0.204253,-0.065156,-4.246434,-46.714317,-51.200874,,,,,,,
1520025056.496659,0.078812,0.358057,-0.112965,-0.046190,-0.074844,-0.366992,0.073737,-0.350456,-0.933672,-0.063590,0.203758,-0.065016,-4.246434,-46.714317,-51.200874,,,,,,,
1520025056.506643,0.079400,0.356603,-0.117257,-0.137597,-0.092813,-0.426238,0.074326,-0.349093,-0.934136,-0.044358,0.199313,-0.073555,-4.246434,-46.714317,-51.200874,,,,,,,
1520025056.516630,0.080340,0.354097,-0.121845,-0.242385,-0.053141,-0.453615,0.075275,-0.346743,-0.934935,-0.023089,0.200015,-0.077532,-3.878812,-46.712013,-51.232140,,,,,,,
1520025056.526601,0.081862,0.350668,-0.126276,-0.324649,0.016862,-0.435741,0.076795,-0.343526,-0.935998,0.021350,0.200383,-0.051459,-3.703057,-46.618507,-51.330219,,,,,,,
1520025056.536585,0.083939,0.346953,-0.130123,-0.341825,0.097155,-0.372967,0.078844,-0.340034,-0.937102,0.019300,0.196891,-0.050355,-3.703057,-46.618507,-51.330219,,,,,,,
1520025056.546583,0.086434,0.343561,-0.133054,-0.303220,0.164200,-0.279369,0.081282,-0.336842,-0.938046,0.038423,0.191884,-0.013919,-3.276861,-46.313866,-51.634068,,,,,,,
1520025056.556557,0.088818,0.340823,-0.135053,-0.241104,0.166532,-0.191881,0.083599,-0.334263,-0.938765,0.071324,0.147892,0.083281,-3.058700,-46.160889,-51.784225,,,,,,,
1520025056.566541,0.090535,0.338751,-0.136338,-0.181813,0.115577,-0.123746,0.085273,-0.332309,-0.939308,0.069649,0.145939,0.083824,-2.872390,-46.034309,-51.907425,,,,,,,
1520025056.576538,0.091695,0.337183,-0.137138,-0.141160,0.081216,-0.081502,0.086410,-0.330830,-0.939726,0.068634,0.124287,0.155195,-2.741390,-45.936615,-52.000973,,,,,,,
1520025056.586505,0.092416,0.335940,-0.137692,-0.111828,0.044460,-0.058660,0.087126,-0.329657,-0.940072,0.067659,0.068808,0.250695,-2.653779,-45.861359,-52.071896,,,,,,,
1520025056.596489,0.092704,0.335021,-0.138096,-0.080244,0.006569,-0.042179,0.087425,-0.328789,-0.940348,0.067360,0.067940,0.250971,-2.653779,-45.861359,-52.071896,,,,,,,
1520025056.606495,0.092609,0.334381,-0.138308,-0.056208,-0.024913,-0.020486,0.087355,-0.328184,-0.940566,0.065126,0.049513,0.269652,-2.567285,-45.756344,-52.168526,,,,,,,
1520025056.626444,0.091906,0.333739,-0.138360,-0.024722,-0.038340,0.001374,0.086713,-0.327578,-0.940837,0.022723,0.034976,0.238810,-2.577578,-45.705269,-52.212772,,,,,,,
1520025056.636431,0.091530,0.333445,-0.138199,-0.034588,-0.028636,0.016148,0.086368,-0.327300,-0.940965,0.023068,0.034697,0.238939,-2.596711,-45.691887,-52.223537,,,,,,,
1520025056.616460,0.092287,0.333996,-0.138371,-0.031999,-0.036348,-0.007282,0.087064,-0.327821,-0.940719,0.050662,0.029313,0.246567,-2.564057,-45.724731,-52.196396,,,,,,,
1520025056.656420,0.091723,0.331664,-0.136991,-0.143045,0.071417,0.067742,0.086603,-0.325617,-0.941527,-0.060098,0.075877,0.176329,-2.635081,-45.642181,-52.265060,,,,,,,
1520025056.666405,0.092281,0.329933,-0.135890,-0.192494,0.095999,0.093573,0.087180,-0.323980,-0.942039,-0.060675,0.074239,0.176841,-2.633031,-45.574806,-52.323925,,,,,,,
1520025056.676379,0.092795,0.328055,-0.134524,-0.198297,0.093108,0.117991,0.087720,-0.322203,-0.942598,-0.065961,0.074949,0.123781,-2.625026,-45.477203,-52.409184,,,,,,,
1520025056.686363,0.093104,0.326250,-0.132882,-0.193528,0.081802,0.145780,0.088066,-0.320494,-0.943148,-0.059471,0.072370,0.109698,-2.625520,-45.369934,-52.502041,,,,,,,
1520025056.696362,0.093294,0.324524,-0.131032,-0.186378,0.077768,0.160829,0.088296,-0.318858,-0.943681,-0.059701,0.070735,0.110230,-2.644114,-45.264290,-52.592220,,,,,,,
1520025056.706347,0.093415,0.322946,-0.129291,-0.166836,0.062722,0.140884,0.088457,-0.317361,-0.944170,-0.062411,0.125482,0.089022,-2.674604,-45.161034,-52.679375,,,,,,,
1520025056.716331,0.093678,0.321565,-0.128524,-0.136870,0.047551,0.024081,0.088746,-0.316052,-0.944582,-0.075105,0.171612,0.077990,-2.706522,-45.066021,-52.759048,,,,,,,
1520025056.726317,0.094416,0.320337,-0.129597,-0.104619,0.035854,-0.154526,0.089480,-0.314886,-0.944902,-0.081957,0.074377,0.075243,-2.706672,-44.988251,-52.825375,,,,,,,
1520025056.736303,0.094964,0.319181,-0.131356,-0.101147,-0.016299,-0.169499,0.090032,-0.313789,-0.945215,-0.075567,-0.042107,0.084161,-2.634783,-44.931698,-52.877113,,,,,,,
1520025056.746287,0.094514,0.317996,-0.132112,-0.115242,-0.085899,-0.049385,0.089642,-0.312664,-0.945625,-0.059613,-0.078358,0.092902,-2.555484,-44.883797,-52.921669,,,,,,,
1520025056.756273,0.093362,0.316904,-0.131557,-0.111178,-0.097144,0.067970,0.088585,-0.311626,-0.946067,-0.046119,-0.053273,0.091941,-2.554737,-44.827026,-52.969799,,,,,,,
1520025056.766259,0.086697,0.321352,-0.128728,-0.084269,-0.099775,0.106843,0.082156,-0.315850,-0.945246,-0.055667,-0.028892,0.074030,-2.625517,-44.765686,-53.018196,,,,,,,
1520025056.776243,0.085302,0.320781,-0.127792,-0.060198,-0.112859,0.073120,0.080853,-0.315307,-0.945539,-0.084073,-0.040207,0.060895,-3.069268,-44.978577,-52.813786,,,,,,,
1520025056.786229,0.084175,0.320374,-0.127279,-0.039288,-0.087780,0.038350,0.079798,-0.314921,-0.945757,-0.106150,-0.061055,0.054781,-3.164907,-44.941872,-52.839386,,,,,,,
1520025056.796214,0.083545,0.320267,-0.126814,-0.003299,-0.034515,0.048694,0.079205,-0.314820,-0.945841,-0.096554,-0.070083,0.043162,-3.236204,-44.916817,-52.856369,,,,,,,
1520025056.646436,0.091395,0.332860,-0.137766,-0.075522,0.014005,0.042166,0.086259,-0.326747,-0.941167,-0.040116,0.067271,0.213521,-2.619288,-45.675507,-52.236736,,,,,,,
1520025056.816161,0.077111,0.328082,-0.122716,0.118638,0.093015,0.126843,0.072925,-0.322228,-0.943849,-0.058201,-0.058036,-0.012160,-3.741609,-45.235420,-52.550415,,,,,,,
1520025056.806198,0.076702,0.326946,-0.123883,0.057624,0.029807,0.090441,0.072567,-0.321152,-0.944243,-0.072964,-0.065215,0.018843,-3.281091,-44.907829,-52.861233,,,,,,,
1520025056.826145,0.077967,0.329632,-0.121388,0.151413,0.138860,0.138182,0.073695,-0.323695,-0.943287,-0.047267,-0.046025,-0.041897,-3.754230,-45.286003,-52.505932,,,,,,,
1520025056.836129,0.079233,0.331167,-0.120172,0.137930,0.173609,0.120949,0.074849,-0.325147,-0.942697,-0.037831,-0.034213,-0.080725,-3.748995,-45.356838,-52.445126,,,,,,,
1520025056.846137,0.080722,0.332398,-0.119270,0.108864,0.177310,0.084182,0.076220,-0.326311,-0.942185,-0.029788,-0.034621,-0.111542,-3.719497,-45.427567,-52.385979,,,,,,,
1520025056.856128,0.082300,0.333436,-0.118775,0.096836,0.174684,0.046639,0.077679,-0.327292,-0.941725,-0.025479,-0.039438,-0.145479,-3.669270,-45.484756,-52.339878,,,,,,,
1520025056.866112,0.083974,0.334405,-0.118569,0.097319,0.173317,0.022117,0.079229,-0.328207,-0.941277,-0.027029,-0.038522,-0.145927,-3.669270,-45.484756,-52.339878,,,,,,,
1520025056.876074,0.085556,0.335508,-0.118523,0.114544,0.155203,0.011723,0.080687,-0.329249,-0.940789,-0.020506,-0.043569,-0.196036,-3.524741,-45.583565,-52.263786,,,,,,,
1520025056.886082,0.086844,0.336739,-0.118566,0.123212,0.116936,0.003269,0.081864,-0.330411,-0.940280,-0.036438,-0.042132,-0.225796,-3.447568,-45.640316,-52.219395,,,,,,,
1520025056.896066,0.087729,0.337839,-0.118908,0.109044,0.064449,-0.034413,0.082664,-0.331449,-0.939845,-0.037239,-0.041095,-0.226232,-3.447568,-45.640316,-52.219395,,,,,,,
1520025056.906043,0.088517,0.338728,-0.119774,0.090905,0.052084,-0.085948,0.083378,-0.332288,-0.939485,-0.073597,-0.081118,-0.253615,-3.333459,-45.763611,-52.118793,,,,,,,
1520025056.916033,0.089761,0.339260,-0.120810,0.049456,0.107105,-0.087640,0.084531,-0.332790,-0.939205,-0.088483,-0.125569,-0.265873,-3.273737,-45.815964,-52.076572,,,,,,,
1520025056.926017,0.091640,0.339130,-0.121223,-0.031642,0.200001,-0.020645,0.086299,-0.332667,-0.939087,-0.090251,-0.125692,-0.265991,-3.273737,-45.815964,-52.076572,,,,,,,
1520025056.936000,0.094168,0.338133,-0.120687,-0.126863,0.291982,0.061027,0.088705,-0.331727,-0.939196,-0.050695,-0.077865,-0.367170,-3.075499,-45.847420,-52.060970,,,,,,,
1520025056.945972,0.097010,0.336601,-0.119543,-0.169116,0.326294,0.099802,0.091422,-0.330281,-0.939445,0.026727,0.020085,-0.409890,-2.953324,-45.792030,-52.116764,,,,,,,
1520025056.955956,0.099586,0.335092,-0.118392,-0.153962,0.282675,0.086121,0.093891,-0.328857,-0.939701,0.024257,0.018661,-0.409634,-2.953324,-45.792030,-52.116764,,,,,,,
1520025056.965948,0.101521,0.334082,-0.117798,-0.086924,0.186702,0.030600,0.095743,-0.327902,-0.939848,0.118139,0.176825,-0.433672,-2.716068,-45.617828,-52.282173,,,,,,,
1520025056.975924,0.102313,0.334050,-0.117915,0.031178,0.035710,-0.025190,0.096489,-0.327871,-0.939782,0.115928,0.205786,-0.382545,-2.625475,-45.561050,-52.336281,,,,,,,
1520025056.985908,0.101942,0.335616,-0.118715,0.210747,-0.089493,-0.068105,0.096088,-0.329351,-0.939306,0.116330,0.207265,-0.383021,-2.625475,-45.561050,-52.336281,,,,,,,
1520025056.995918,0.101087,0.338937,-0.119830,0.381009,-0.126161,-0.069419,0.095174,-0.332485,-0.938294,0.065608,0.241756,-0.171707,-2.587019,-45.647301,-52.262993,,,,,,,
1520025057.005895,0.100321,0.343506,-0.120816,0.486771,-0.099997,-0.036561,0.094302,-0.336790,-0.936845,0.040219,0.259367,-0.086836,-2.618389,-45.827164,-52.103783,,,,,,,
1520025057.015879,0.099775,0.348661,-0.121448,0.525377,-0.069699,0.002576,0.093616,-0.341640,-0.935157,0.040906,0.264217,-0.088525,-2.618389,-45.827164,-52.103783,,,,,,,
1520025057.025875,0.099268,0.353821,-0.121600,0.508500,-0.053250,0.049231,0.092966,-0.346485,-0.933438,0.045508,0.234729,0.021023,-2.689866,-46.338406,-51.645962,,,,,,,
1520025057.035842,0.098679,0.358423,-0.121154,0.431931,-0.039021,0.101220,0.092258,-0.350798,-0.931896,0.055310,0.195418,0.049785,-2.735909,-46.602669,-51.405205,,,,,,,
1520025057.045826,0.098140,0.362018,-0.119909,0.315698,0.002868,0.168555,0.091632,-0.354162,-0.930684,0.055936,0.198782,0.048573,-2.735909,-46.602669,-51.405205,,,,,,,
1520025057.055829,0.097878,0.364435,-0.117799,0.189897,0.062761,0.235756,0.091304,-0.356421,-0.929853,0.066350,0.153159,0.062407,-2.874895,-47.005783,-51.029213,,,,,,,
1520025057.065817,0.097826,0.365640,-0.114987,0.062320,0.102268,0.284756,0.091213,-0.357547,-0.929430,0.073872,0.162311,0.043474,-2.874895,-47.005783,-51.029213,,,,,,,
1520025057.075801,0.097713,0.365527,-0.111776,-0.075230,0.099947,0.299369,0.091112,-0.357442,-0.929480,0.092741,0.176732,0.021903,-3.033854,-47.151985,-50.884926,,,,,,,
1520025057.085786,0.097264,0.364090,-0.108441,-0.204943,0.063452,0.293792,0.090745,-0.356099,-0.930032,0.116134,0.194555,0.004388,-3.121336,-47.122192,-50.907227,,,,,,,
1520025057.095769,0.098409,0.349418,-0.105898,-0.307806,0.009884,0.273723,0.092314,-0.342351,-0.935026,0.136309,0.234273,-0.000109,-3.222970,-47.024498,-50.991161,,,,,,,
1520025057.105753,0.097215,0.346115,-0.102909,-0.368835,-0.026792,0.238439,0.091306,-0.339245,-0.936256,0.137317,0.231167,0.001121,-3.222970,-47.024498,-50.991161,,,,,,,
1520025057.115728,0.095812,0.342474,-0.100344,-0.389296,-0.062380,0.196415,0.090110,-0.335818,-0.937607,0.080590,0.210131,-0.004059,-3.285639,-46.067467,-51.853470,,,,,,,
1520025057.125713,0.094172,0.338847,-0.098131,-0.374910,-0.098763,0.167804,0.088686,-0.332400,-0.938960,0.061827,0.190707,0.014811,-3.285639,-46.067467,-51.853470,,,,,,,
1520025057.135697,0.092315,0.335552,-0.096090,-0.335413,-0.123135,0.160992,0.087042,-0.329290,-0.940208,0.063470,0.187597,0.016060,-3.534106,-45.655815,-52.200054,,,,,,,
1520025057.145697,0.090337,0.332738,-0.094130,-0.285361,-0.137874,0.158653,0.085266,-0.326632,-0.941298,0.041519,0.168337,0.049101,-3.669289,-45.469116,-52.353462,,,,,,,
1520025057.155658,0.088248,0.330387,-0.092366,-0.238165,-0.157080,0.139191,0.083367,-0.324409,-0.942236,-0.001244,0.134376,0.101584,-3.811283,-45.307434,-52.483330,,,,,,,
1520025057.165642,0.086037,0.328410,-0.090941,-0.199269,-0.181748,0.108907,0.081338,-0.322538,-0.943055,0.000784,0.132505,0.102403,-3.811283,-45.307434,-52.483330,,,,,,,
1520025057.175653,0.083786,0.326751,-0.089922,-0.163435,-0.195898,0.072191,0.079260,-0.320968,-0.943768,-0.028037,0.103621,0.127880,-4.101495,-45.056400,-52.677200,,,,,,,
1520025057.185626,0.081640,0.325557,-0.089385,-0.108348,-0.199450,0.030507,0.077265,-0.319836,-0.944317,-0.042964,0.088635,0.142010,-4.239785,-44.961548,-52.747250,,,,,,,
1520025057.195610,0.079516,0.324927,-0.089277,-0.050219,-0.213506,-0.003680,0.075276,-0.319239,-0.944680,-0.040974,0.088038,0.142373,-4.362336,-44.894753,-52.794132,,,,,,,
1520025057.205608,0.077355,0.324819,-0.089536,0.003550,-0.226448,-0.032610,0.073237,-0.319137,-0.944874,-0.058222,0.079559,0.169209,-4.474933,-44.860947,-52.813438,,,,,,,
1520025057.215594,0.075449,0.325245,-0.090070,0.058162,-0.195750,-0.049707,0.071426,-0.319541,-0.944877,-0.096099,0.062415,0.221976,-4.582105,-44.857445,-52.807224,,,,,,,
1520025057.225578,0.074198,0.326008,-0.090594,0.084603,-0.125555,-0.040565,0.070226,-0.320264,-0.944722,-0.094899,0.063138,0.221822,-4.582105,-44.857445,-52.807224,,,,,,,
1520025057.235564,0.073137,0.326817,-0.090939,0.080013,-0.120050,-0.023573,0.069204,-0.321030,-0.944537,-0.068548,0.055665,0.219562,-4.725685,-44.928215,-52.734356,,,,,,,
1520025057.245532,0.071886,0.327427,-0.091239,0.057692,-0.139224,-0.025075,0.068008,-0.321608,-0.944427,-0.053115,0.052779,0.219910,-4.725685,-44.928215,-52.734356,,,,,,,
1520025057.255516,0.070577,0.327761,-0.091527,0.026804,-0.140351,-0.023493,0.066765,-0.321924,-0.944408,-0.041496,0.058314,0.215099,-4.835731,-45.007580,-52.656651,,,,,,,
1520025057.265508,0.069092,0.327769,-0.091640,-0.006532,-0.157195,-0.005990,0.065361,-0.321932,-0.944504,-0.040093,0.058321,0.215195,-4.835731,-45.007580,-52.656651,,,,,,,
1520025057.275506,0.067495,0.327470,-0.091607,-0.037563,-0.157229,0.003169,0.063860,-0.321649,-0.944703,-0.006075,0.057306,0.198686,-4.973612,-45.028698,-52.625736,,,,,,,
1520025057.285490,0.065943,0.326983,-0.091513,-0.051474,-0.151914,0.007198,0.062404,-0.321187,-0.944957,-0.004619,0.056844,0.198940,-5.057548,-45.012840,-52.631306,,,,,,,
1520025057.295476,0.064308,0.326462,-0.091323,-0.052750,-0.160269,0.017823,0.060869,-0.320694,-0.945225,0.043669,0.039597,0.159748,-5.140202,-44.986641,-52.645702,,,,,,,
1520025057.305462,0.062612,0.325935,-0.091021,-0.054003,-0.159092,0.027401,0.059277,-0.320195,-0.945495,0.064853,0.031316,0.145645,-5.140202,-44.986641,-52.645702,,,,,,,
1520025057.325432,0.059468,0.324968,-0.090344,-0.051974,-0.133561,0.032820,0.056323,-0.319278,-0.945986,0.090177,0.014621,0.099840,-5.418745,-44.900307,-52.691444,,,,,,,
1520025057.315446,0.060965,0.325456,-0.090705,-0.048683,-0.151651,0.027510,0.057729,-0.319741,-0.945745,0.076762,0.021157,0.130452,-5.325212,-44.927917,-52.677448,,,,,,,
1520025057.335419,0.058154,0.324486,-0.089939,-0.048800,-0.114445,0.033981,0.055088,-0.318822,-0.946212,0.100078,0.007558,0.062744,-5.418745,-44.900307,-52.691444,,,,,,,
1520025057.345403,0.057063,0.324055,-0.089604,-0.044393,-0.093310,0.026637,0.054064,-0.318413,-0.946409,0.102629,-0.009285,0.036589,-5.583910,-44.843323,-52.722717,,,,,,,
1520025057.365373,0.065235,0.326031,-0.092421,-0.049235,-0.075565,0.003114,0.061754,-0.320286,-0.945306,0.098967,-0.038479,0.016503,-5.648913,-44.818008,-52.737328,,,,,,,
1520025057.355388,0.066033,0.326523,-0.092527,-0.048447,-0.082814,0.016977,0.062499,-0.320752,-0.945099,0.095857,-0.025882,0.024612,-5.648913,-44.818008,-52.737328,,,,,,,
1520025057.375357,0.064546,0.325553,-0.092501,-0.046728,-0.071556,-0.016028,0.061114,-0.319832,-0.945501,0.099134,-0.041297,0.005514,-5.151480,-44.944336,-52.680717,,,,,,,
1520025057.385343,0.063858,0.325103,-0.092769,-0.042160,-0.081289,-0.031963,0.060472,-0.319406,-0.945686,0.097625,-0.045889,-0.010551,-5.184284,-44.919968,-52.698280,,,,,,,
1520025057.395329,0.070187,0.328850,-0.095424,-0.019666,-0.088725,-0.039050,0.066372,-0.322955,-0.944084,0.079655,-0.056165,-0.011558,-5.184284,-44.919968,-52.698280,,,,,,,
1520025057.405313,0.069583,0.328958,-0.095783,0.024846,-0.063027,-0.029676,0.065799,-0.323057,-0.944089,0.050900,-0.073732,-0.007189,-4.822487,-45.115631,-52.565319,,,,,,,
1520025057.425284,0.069516,0.330784,-0.096100,0.134856,0.017261,0.004432,0.065695,-0.324785,-0.943504,0.023249,-0.075575,-0.012826,-4.845422,-45.124161,-52.555889,,,,,,,
1520025057.435268,0.069747,0.332344,-0.096028,0.159006,0.026020,0.020875,0.065877,-0.326259,-0.942982,0.011256,-0.063770,-0.037975,-4.845422,-45.124161,-52.555889,,,,,,,
1520025057.445235,0.069776,0.335798,-0.095887,0.145158,0.007960,0.021660,0.065826,-0.329523,-0.941850,-0.007491,-0.040274,-0.107863,-4.841177,-45.302235,-52.402863,,,,,,,
1520025057.455240,0.069757,0.336976,-0.095784,0.108012,-0.000691,0.016717,0.065780,-0.330635,-0.941463,-0.017288,-0.022240,-0.135914,-4.854185,-45.480244,-52.247231,,,,,,,
1520025057.465224,0.069668,0.337851,-0.095681,0.082503,-0.006085,0.015186,0.065676,-0.331461,-0.941180,-0.017184,-0.021414,-0.136197,-4.854185,-45.480244,-52.247231,,,,,,,
1520025057.475207,0.069705,0.338690,-0.095446,0.085300,0.017514,0.035545,0.065692,-0.332252,-0.940900,0.010403,0.043479,-0.173327,-4.871641,-45.584808,-52.154396,,,,,,,
1520025057.485196,0.069659,0.339653,-0.095048,0.095806,0.000654,0.042097,0.065626,-0.333160,-0.940584,0.017946,0.044372,-0.190886,-4.878372,-45.626266,-52.117508,,,,,,,
1520025057.495180,0.069165,0.340604,-0.094922,0.092145,-0.065510,0.010973,0.065140,-0.334056,-0.940300,0.018433,0.045268,-0.191170,-4.878372,-45.626266,-52.117508,,,,,,,
1520025057.415282,0.069388,0.329578,-0.096004,0.077746,-0.014947,-0.013710,0.065601,-0.323644,-0.943902,0.023343,-0.076716,-0.012427,-4.845422,-45.124161,-52.555889,,,,,,,
1520025057.505163,0.067738,0.341471,-0.094860,0.082464,-0.160952,0.014875,0.063779,-0.334873,-0.940102,-0.009839,-0.116131,-0.161674,-4.925993,-45.720825,-52.030087,,,,,,,
1520025057.514966,0.066173,0.342212,-0.094518,0.068056,-0.127738,0.044545,0.062290,-0.335572,-0.939953,-0.045246,-0.166107,-0.116627,-5.004495,-45.765030,-51.983711,,,,,,,
1520025057.524950,0.065475,0.342745,-0.093835,0.040881,-0.018176,0.075208,0.061623,-0.336073,-0.939818,-0.044579,-0.165605,-0.116762,-5.004495,-45.765030,-51.983711,,,,,,,
1520025057.534927,0.065879,0.342826,-0.092911,-0.012566,0.102775,0.089430,0.062000,-0.336150,-0.939766,-0.075809,-0.148119,-0.176995,-5.152191,-45.822395,-51.918701,,,,,,,
