timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1520025097.134752,0.040961,0.357020,-0.132737,0.166262,0.032073,-0.091965,0.038368,-0.349484,-0.936156,0.089440,0.132672,0.038421,-10.807856,-44.191860,-53.532124,,,,,,,
1520025097.144751,0.041015,0.356988,-0.133073,-0.058825,-0.019496,-0.009689,0.038419,-0.349453,-0.936166,0.108981,0.104626,0.060891,-10.741444,-44.321510,-53.438225,,,,,,,
1520025097.154735,0.040526,0.354794,-0.132259,-0.276893,-0.010301,0.095228,0.037992,-0.347397,-0.936948,0.109408,0.102570,0.061673,-10.741444,-44.321510,-53.438225,,,,,,,
,,,,,,,,,,,,,,,,44.565051,-123.273822,71.387518,1.290000,225.000000,1520025096.993592,
1520025097.164720,0.040193,0.350692,-0.130163,-0.461079,0.053201,0.209387,0.037737,-0.343548,-0.938377,0.052870,0.096935,0.123100,-10.771611,-44.197716,-53.534595,,,,,,,
1520025097.174706,0.039833,0.345196,-0.126748,-0.593256,0.092529,0.329755,0.037474,-0.338382,-0.940263,0.053133,0.091769,0.124985,-10.771611,-44.197716,-53.534595,,,,,,,
1520025097.184690,0.040167,0.338890,-0.122103,-0.661336,0.230538,0.438662,0.037872,-0.332441,-0.942363,-0.001877,0.128248,0.129848,-10.917486,-43.619095,-53.977791,,,,,,,
1520025097.194676,0.041825,0.332499,-0.116673,-0.655012,0.375553,0.497717,0.039522,-0.326406,-0.944403,-0.031359,0.180486,0.105292,-10.993987,-43.223423,-54.279701,,,,,,,
1520025097.214646,0.046846,0.321482,-0.106882,-0.516266,0.410390,0.369084,0.044430,-0.315973,-0.947727,-0.043850,0.227701,0.066242,-11.015449,-42.810825,-54.601387,,,,,,,
1520025097.204662,0.044168,0.326632,-0.111315,-0.590594,0.410376,0.469072,0.041819,-0.320854,-0.946205,-0.041239,0.232582,0.064720,-11.015449,-42.810825,-54.601387,,,,,,,
1520025097.224630,0.049762,0.317011,-0.103882,-0.441063,0.374839,0.224251,0.047263,-0.311728,-0.948995,-0.081488,0.285560,0.043050,-10.939720,-42.087818,-55.175690,,,,,,,
1520025097.234619,0.052416,0.313319,-0.102655,-0.352649,0.274329,0.056061,0.049841,-0.308218,-0.950009,-0.087591,0.279913,0.042127,-10.836718,-41.804688,-55.410759,,,,,,,
1520025097.244603,0.054288,0.310409,-0.103136,-0.267709,0.135796,-0.098403,0.051668,-0.305448,-0.950806,-0.091158,0.255780,0.052307,-10.709028,-41.586182,-55.599682,,,,,,,
1520025097.254586,0.055078,0.308159,-0.105123,-0.199087,-0.021652,-0.235066,0.052457,-0.303305,-0.951449,-0.084409,0.217184,0.078127,-10.587575,-41.432259,-55.737686,,,,,,,
1520025097.264557,0.054870,0.306350,-0.108353,-0.154426,-0.149110,-0.343302,0.052289,-0.301580,-0.952006,-0.057096,0.114477,0.165568,-10.493971,-41.333931,-55.828320,,,,,,,
1520025097.274541,0.054056,0.304843,-0.112427,-0.121209,-0.219861,-0.410037,0.051538,-0.300144,-0.952501,-0.056345,0.113041,0.166063,-10.493971,-41.333931,-55.828320,,,,,,,
1520025097.284541,0.052942,0.303671,-0.116799,-0.084777,-0.247505,-0.423308,0.050496,-0.299026,-0.952908,-0.009907,0.018691,0.246502,-10.379641,-41.244652,-55.915649,,,,,,,
1520025097.294525,0.051724,0.302952,-0.120948,-0.042903,-0.241647,-0.388427,0.049347,-0.298339,-0.953183,0.011582,-0.018769,0.260999,-10.340827,-41.235481,-55.929607,,,,,,,
1520025097.304509,0.050332,0.302697,-0.124488,0.004720,-0.245978,-0.321472,0.048023,-0.298096,-0.953327,0.012905,-0.019012,0.261143,-10.313612,-41.248108,-55.925320,,,,,,,
1520025097.314497,0.048818,0.302981,-0.127209,0.053076,-0.225696,-0.237392,0.046576,-0.298366,-0.953314,0.033945,-0.048390,0.275946,-10.310710,-41.278442,-55.903469,,,,,,,
1520025097.324464,0.047403,0.303750,-0.129007,0.094887,-0.185172,-0.144857,0.045216,-0.299100,-0.953150,0.043239,-0.058016,0.282907,-10.334093,-41.328087,-55.862461,,,,,,,
1520025097.334448,0.046041,0.304997,-0.129875,0.140992,-0.155270,-0.054399,0.043900,-0.300290,-0.952837,0.044555,-0.056826,0.282595,-10.334093,-41.328087,-55.862461,,,,,,,
1520025097.344451,0.044925,0.306845,-0.129920,0.199078,-0.095805,0.022468,0.042813,-0.302052,-0.952330,0.047535,-0.019496,0.267317,-10.432376,-41.472603,-55.736950,,,,,,,
1520025097.354431,0.043933,0.309137,-0.129344,0.235277,-0.087615,0.075381,0.041837,-0.304237,-0.951677,0.057116,0.024513,0.239488,-10.432376,-41.472603,-55.736950,,,,,,,
1520025097.364415,0.042601,0.311485,-0.128644,0.228930,-0.117362,0.073076,0.040539,-0.306473,-0.951016,0.058415,0.026749,0.238827,-10.432376,-41.472603,-55.736950,,,,,,,
1520025097.374402,0.041524,0.313601,-0.128349,0.203334,-0.087306,0.022560,0.039487,-0.308486,-0.950409,0.093432,0.054305,0.189865,-10.663568,-41.814629,-55.436844,,,,,,,
1520025097.384391,0.040872,0.315524,-0.128594,0.191541,-0.076289,-0.026682,0.038843,-0.310315,-0.949840,0.089148,0.026257,0.154125,-10.733679,-41.927071,-55.338299,,,,,,,
1520025097.394375,0.039912,0.317446,-0.129176,0.195225,-0.123271,-0.052305,0.037908,-0.312141,-0.949279,0.090083,0.028084,0.153564,-10.733679,-41.927071,-55.338299,,,,,,,
1520025097.404339,0.038749,0.319408,-0.129919,0.202898,-0.141427,-0.063935,0.036780,-0.314005,-0.948709,0.088205,-0.044287,0.108514,-10.810453,-42.147896,-55.155304,,,,,,,
1520025097.414348,0.037602,0.321669,-0.130639,0.240000,-0.140175,-0.056875,0.035665,-0.316150,-0.948038,0.085414,-0.080639,0.081629,-10.810453,-42.147896,-55.155304,,,,,,,
1520025097.424332,0.036153,0.324316,-0.131157,0.273567,-0.168419,-0.032874,0.034261,-0.318661,-0.947249,0.086818,-0.078129,0.080840,-10.810453,-42.147896,-55.155304,,,,,,,
1520025097.434310,0.034621,0.327037,-0.131386,0.269833,-0.154293,-0.005186,0.032780,-0.321239,-0.946431,0.057263,-0.093785,0.043400,-10.983041,-42.546928,-54.813782,,,,,,,
1520025097.444303,0.033200,0.329502,-0.131341,0.238527,-0.140303,0.017747,0.031408,-0.323572,-0.945682,0.064401,-0.096212,0.001300,-10.983041,-42.546928,-54.813782,,,,,,,
1520025097.454287,0.031811,0.331592,-0.131147,0.198985,-0.128633,0.026666,0.030073,-0.325549,-0.945047,0.065737,-0.094236,0.000665,-10.983041,-42.546928,-54.813782,,,,,,,
1520025097.464255,0.036869,0.338742,-0.133001,0.141607,-0.105484,0.023558,0.034766,-0.332301,-0.942532,0.037835,-0.058263,-0.066074,-11.231058,-42.941345,-54.454777,,,,,,,
1520025097.474243,0.036138,0.339594,-0.132862,0.065203,-0.057026,0.013766,0.034066,-0.333105,-0.942274,0.025077,-0.043711,-0.123415,-11.231058,-42.941345,-54.454777,,,,,,,
1520025097.484227,0.035758,0.339590,-0.132852,-0.021675,-0.036287,-0.004799,0.033708,-0.333100,-0.942289,0.025435,-0.043715,-0.123400,-11.231058,-42.941345,-54.454777,,,,,,,
1520025097.494215,0.035429,0.338752,-0.133109,-0.101947,-0.042192,-0.035030,0.033408,-0.332311,-0.942578,0.018762,-0.004786,-0.219089,-10.989418,-43.393211,-54.144993,,,,,,,
1520025097.504212,0.035188,0.337284,-0.133682,-0.154522,-0.049103,-0.066904,0.033198,-0.330925,-0.943073,0.029149,0.024056,-0.255322,-11.000074,-43.351349,-54.176357,,,,,,,
1520025097.513999,0.034683,0.335550,-0.134594,-0.174048,-0.088850,-0.102522,0.032742,-0.329289,-0.943661,0.037708,0.042881,-0.285754,-10.997797,-43.279331,-54.234367,,,,,,,
1520025097.523986,0.033799,0.333824,-0.136124,-0.164189,-0.161820,-0.171810,0.031928,-0.327659,-0.944257,0.018869,0.021232,-0.303806,-11.001705,-43.197079,-54.299110,,,,,,,
1520025097.533970,0.032339,0.332453,-0.138715,-0.114283,-0.246779,-0.275602,0.030563,-0.326363,-0.944750,-0.028534,-0.034919,-0.270612,-11.012127,-43.122604,-54.356167,,,,,,,
1520025097.543954,0.031055,0.331661,-0.142105,-0.056768,-0.228236,-0.332129,0.029358,-0.325614,-0.945047,-0.086136,-0.095529,-0.214224,-11.030148,-43.079971,-54.386307,,,,,,,
1520025097.553919,0.030461,0.331217,-0.145469,-0.030576,-0.145152,-0.310169,0.028801,-0.325194,-0.945209,-0.128288,-0.128404,-0.156079,-11.021041,-43.077999,-54.389713,,,,,,,
1520025097.563926,0.031341,0.330399,-0.148053,-0.096111,0.064740,-0.221334,0.029641,-0.324421,-0.945448,-0.120507,-0.126461,-0.156984,-10.975286,-43.094322,-54.386040,,,,,,,
1520025097.573910,0.034114,0.328425,-0.149379,-0.228180,0.283293,-0.103805,0.032284,-0.322552,-0.946001,-0.123150,-0.128330,-0.156431,-10.975286,-43.094322,-54.386040,,,,,,,
1520025097.583869,0.037754,0.325171,-0.149715,-0.353081,0.366632,-0.028010,0.035767,-0.319471,-0.946921,-0.035843,-0.005298,-0.353555,-10.682302,-42.989864,-54.526863,,,,,,,
1520025097.593881,0.041295,0.321093,-0.149704,-0.422521,0.339031,-0.014369,0.039173,-0.315604,-0.948082,-0.014133,0.102530,-0.457909,-10.470743,-42.817478,-54.703251,,,,,,,
1520025097.603865,0.043461,0.316705,-0.149794,-0.440248,0.160520,-0.035304,0.041287,-0.311437,-0.949370,-0.016247,0.098363,-0.456621,-10.470743,-42.817478,-54.703251,,,,,,,
1520025097.613834,0.043559,0.312600,-0.150422,-0.390155,-0.061799,-0.096711,0.041435,-0.307534,-0.950634,-0.023903,0.274133,-0.496097,-10.140903,-42.357430,-55.121944,,,,,,,
1520025097.633811,0.041152,0.308680,-0.155634,-0.027418,-0.228548,-0.363600,0.039196,-0.303802,-0.951929,-0.062191,0.306930,-0.418219,-10.113461,-42.140354,-55.293098,,,,,,,
1520025097.623827,0.042397,0.309665,-0.152233,-0.245196,-0.197642,-0.219177,0.040368,-0.304740,-0.951580,-0.063363,0.307868,-0.418568,-10.113461,-42.140354,-55.293098,,,,,,,
1520025097.643803,0.040635,0.309882,-0.160318,0.189452,-0.184616,-0.460967,0.038689,-0.304946,-0.951583,-0.150917,0.266036,-0.168564,-10.119314,-41.987038,-55.408546,,,,,,,
1520025097.653791,0.040896,0.312376,-0.165499,0.284642,-0.108278,-0.484717,0.038906,-0.307321,-0.950810,-0.174862,0.225503,-0.057475,-10.041529,-42.108074,-55.330795,,,,,,,
1520025097.663775,0.042289,0.314908,-0.170472,0.262768,0.011921,-0.452872,0.040197,-0.309729,-0.949975,-0.176153,0.227912,-0.058311,-10.041529,-42.108074,-55.330795,,,,,,,
1520025097.673740,0.044276,0.316588,-0.174964,0.155533,0.073683,-0.409865,0.042062,-0.311326,-0.949372,-0.152520,0.171876,0.025025,-9.722898,-42.500790,-55.086899,,,,,,,
1520025097.683746,0.046536,0.316933,-0.178951,0.013150,0.114152,-0.365392,0.044202,-0.311654,-0.949167,-0.123823,0.158440,0.047937,-9.511765,-42.643677,-55.013290,,,,,,,
1520025097.693730,0.049176,0.315771,-0.182302,-0.136907,0.169596,-0.309295,0.046725,-0.310550,-0.949408,-0.112552,0.156756,0.042548,-9.294928,-42.707512,-55.000828,,,,,,,
1520025097.703709,0.051764,0.313197,-0.184965,-0.277383,0.173078,-0.254198,0.049224,-0.308102,-0.950079,-0.102233,0.170132,0.006262,-9.068860,-42.681763,-55.058529,,,,,,,
1520025097.713701,0.053815,0.309558,-0.187173,-0.373778,0.121227,-0.222956,0.051233,-0.304638,-0.951089,-0.089410,0.192684,-0.021964,-8.858219,-42.570946,-55.178482,,,,,,,
1520025097.723685,0.055184,0.305347,-0.189201,-0.419678,0.061782,-0.216426,0.052604,-0.300624,-0.952291,-0.090782,0.188670,-0.020762,-8.858219,-42.570946,-55.178482,,,,,,,
1520025097.733670,0.056077,0.301017,-0.191339,-0.416142,0.012771,-0.234591,0.053528,-0.296492,-0.953534,-0.051605,0.243300,-0.030932,-8.551803,-42.187695,-55.520119,,,,,,,
1520025097.753640,0.056314,0.293694,-0.196674,-0.304246,-0.107585,-0.298961,0.053874,-0.289490,-0.955664,-0.030284,0.250061,-0.010935,-8.441720,-41.972988,-55.699409,,,,,,,
1520025097.743656,0.056444,0.297057,-0.193812,-0.368684,-0.053280,-0.268005,0.053943,-0.292708,-0.954679,-0.030353,0.253279,-0.011919,-8.441720,-41.972988,-55.699409,,,,,,,
1520025097.763626,0.056083,0.290995,-0.199706,-0.237109,-0.108524,-0.304168,0.053697,-0.286905,-0.956453,0.019240,0.213404,0.087800,-8.285697,-41.626732,-55.981972,,,,,,,
1520025097.773611,0.056027,0.289001,-0.202509,-0.167573,-0.076065,-0.268742,0.053676,-0.284994,-0.957025,0.036015,0.175421,0.149469,-8.220835,-41.510056,-56.078087,,,,,,,
1520025097.783595,0.056222,0.287712,-0.204720,-0.101855,-0.031548,-0.201368,0.053883,-0.283759,-0.957380,0.035809,0.174186,0.149824,-8.220835,-41.510056,-56.078087,,,,,,,
1520025097.793581,0.056751,0.286945,-0.206156,-0.057660,0.027916,-0.121549,0.054402,-0.283023,-0.957569,0.060421,0.120807,0.241215,-8.086834,-41.381828,-56.192226,,,,,,,
1520025097.803566,0.057488,0.286732,-0.207063,-0.005271,0.049796,-0.080050,0.055110,-0.282819,-0.957589,0.078084,0.107191,0.280221,-8.021294,-41.354553,-56.221691,,,,,,,
1520025097.813550,0.058242,0.286817,-0.207816,0.016899,0.055274,-0.071114,0.055831,-0.282901,-0.957523,0.077363,0.107272,0.280155,-8.021294,-41.354553,-56.221691,,,,,,,
1520025097.823537,0.059023,0.286972,-0.208667,0.019320,0.049790,-0.086012,0.056576,-0.283049,-0.957435,0.088550,0.094435,0.320030,-7.897831,-41.365234,-56.231312,,,,,,,
1520025097.833513,0.059631,0.286808,-0.209626,-0.024170,0.027304,-0.093228,0.057161,-0.282892,-0.957447,0.075514,0.074213,0.329014,-7.834141,-41.382950,-56.227188,,,,,,,
1520025097.843497,0.059976,0.285947,-0.210467,-0.101012,0.006019,-0.081840,0.057506,-0.282067,-0.957670,0.075169,0.073387,0.329237,-7.834141,-41.382950,-56.227188,,,,,,,
1520025097.853491,0.060086,0.284408,-0.210977,-0.164486,-0.005385,-0.046732,0.057638,-0.280589,-0.958096,0.057444,0.020534,0.343044,-7.735322,-41.345100,-56.268696,,,,,,,
1520025097.863451,0.060078,0.282511,-0.210855,-0.196613,0.008064,0.017775,0.057661,-0.278768,-0.958626,0.045015,0.003865,0.330879,-7.713203,-41.264740,-56.330688,,,,,,,
1520025097.873435,0.059864,0.280566,-0.210022,-0.198984,-0.001721,0.083830,0.057489,-0.276900,-0.959178,0.045187,0.001997,0.331431,-7.713203,-41.264740,-56.330688,,,,,,,
1520025097.883446,0.059472,0.278776,-0.208764,-0.180471,-0.007628,0.116140,0.057142,-0.275179,-0.959693,-0.018034,0.008654,0.218818,-7.738911,-41.040001,-56.491116,,,,,,,
1520025097.893417,0.059021,0.277334,-0.207434,-0.141135,-0.004315,0.117912,0.056733,-0.273792,-0.960114,-0.031388,0.018192,0.203171,-7.786552,-40.926376,-56.566952,,,,,,,
1520025097.903401,0.058949,0.276299,-0.206266,-0.097159,0.030594,0.100634,0.056681,-0.272797,-0.960400,-0.031336,0.017197,0.203458,-7.786552,-40.926376,-56.566952,,,,,,,
1520025097.913401,0.059214,0.275916,-0.205463,-0.024107,0.057938,0.065729,0.056941,-0.272428,-0.960490,-0.052135,0.022108,0.145106,-7.869342,-40.760712,-56.675007,,,,,,,
1520025097.923387,0.060053,0.276369,-0.205044,0.066948,0.108726,0.035457,0.057740,-0.272864,-0.960318,-0.051072,0.013419,0.111899,-7.872415,-40.730530,-56.696274,,,,,,,
1520025097.933371,0.061230,0.277741,-0.205032,0.159141,0.115973,0.000852,0.058846,-0.274184,-0.959875,-0.052178,0.014739,0.111456,-7.872415,-40.730530,-56.696274,,,,,,,
1520025097.943357,0.062058,0.279824,-0.205198,0.220863,0.065217,-0.000286,0.059606,-0.276187,-0.959254,0.009028,-0.025403,0.036708,-7.772893,-40.828262,-56.639683,,,,,,,
1520025097.953318,0.062207,0.282135,-0.205233,0.231208,-0.006708,0.013617,0.059709,-0.278407,-0.958605,0.028471,-0.040837,0.015872,-7.727302,-40.946735,-56.560341,,,,,,,
1520025097.963302,0.061542,0.284316,-0.205197,0.214107,-0.083092,0.016359,0.059034,-0.280501,-0.958036,0.029146,-0.038743,0.015303,-7.727302,-40.946735,-56.560341,,,,,,,
1520025097.973312,0.065370,0.290624,-0.206696,0.215551,-0.115141,-0.002876,0.062584,-0.286550,-0.956019,0.007148,-0.020106,-0.001134,-7.767844,-41.197762,-56.372189,,,,,,,
1520025097.983293,0.064173,0.292994,-0.206955,0.250816,-0.131053,-0.010813,0.061396,-0.288820,-0.955413,-0.021281,-0.028334,0.003279,-7.533618,-41.564899,-56.133968,,,,,,,
1520025097.993277,0.062741,0.295897,-0.207198,0.303846,-0.156258,-0.002456,0.059975,-0.291598,-0.954659,-0.019860,-0.025556,0.002526,-7.533618,-41.564899,-56.133968,,,,,,,
1520025098.003267,0.052704,0.305055,-0.204742,0.305873,-0.103153,0.004089,0.050247,-0.300346,-0.952506,-0.058121,-0.028283,0.036597,-7.683086,-41.862488,-55.892048,,,,,,,
1520025098.013232,0.052555,0.307740,-0.204713,0.254405,0.017897,0.025811,0.050063,-0.302905,-0.951705,-0.069533,-0.037686,0.001708,-8.322210,-42.340904,-55.438316,,,,,,,
1520025098.023216,0.053332,0.309981,-0.204107,0.209621,0.118234,0.086002,0.050766,-0.305041,-0.950985,-0.070236,-0.035551,0.000988,-8.322210,-42.340904,-55.438316,,,,,,,
1520025098.033221,0.054409,0.311879,-0.202816,0.172227,0.154974,0.147313,0.051759,-0.306847,-0.950350,-0.023377,-0.018440,-0.119855,-8.313564,-42.604145,-55.237579,,,,,,,
1520025098.043207,0.055507,0.313468,-0.201089,0.140752,0.166949,0.178770,0.052775,-0.308359,-0.949805,0.011159,-0.001882,-0.167551,-8.289005,-42.694061,-55.171806,,,,,,,
1520025098.053191,0.056737,0.314609,-0.199177,0.091576,0.186055,0.190731,0.053923,-0.309444,-0.949387,0.010011,-0.000797,-0.167968,-8.289005,-42.694061,-55.171806,,,,,,,
1520025098.063177,0.057925,0.315320,-0.197153,0.049943,0.178599,0.197441,0.055038,-0.310121,-0.949103,0.051545,0.036210,-0.260721,-8.253090,-42.803898,-55.092026,,,,,,,
1520025098.073163,0.058912,0.315749,-0.195190,0.026789,0.152911,0.184181,0.055967,-0.310529,-0.948915,0.053042,0.048474,-0.298338,-8.237126,-42.820755,-55.081318,,,,,,,
1520025098.083147,0.059748,0.316035,-0.193417,0.015442,0.135678,0.165816,0.056755,-0.310800,-0.948779,0.052253,0.048746,-0.298474,-8.237126,-42.820755,-55.081318,,,,,,,
1520025098.093132,0.060520,0.316194,-0.191785,0.002907,0.127007,0.153846,0.057484,-0.310952,-0.948686,-0.012028,-0.024803,-0.345641,-8.226387,-42.819038,-55.084251,,,,,,,
1520025098.103117,0.061573,0.316150,-0.190087,-0.020712,0.177999,0.165259,0.058484,-0.310910,-0.948638,-0.033673,-0.075122,-0.351090,-8.226387,-42.819038,-55.084251,,,,,,,
1520025098.113101,0.063510,0.315860,-0.187966,-0.049329,0.287798,0.215091,0.060327,-0.310634,-0.948613,-0.033655,-0.089787,-0.377421,-8.204352,-42.788799,-55.111034,,,,,,,
1520025098.123087,0.066361,0.315245,-0.185131,-0.089982,0.403078,0.281784,0.063045,-0.310049,-0.948628,0.002034,-0.037088,-0.407741,-8.146497,-42.749603,-55.150017,,,,,,,
1520025098.133073,0.069943,0.314182,-0.181708,-0.141923,0.480931,0.326872,0.066465,-0.309038,-0.948724,0.067720,0.053957,-0.441336,-8.146497,-42.749603,-55.150017,,,,,,,
1520025098.143057,0.073875,0.312691,-0.178149,-0.179103,0.505190,0.324127,0.070229,-0.307620,-0.948914,0.101799,0.140918,-0.456909,-7.932647,-42.588348,-55.305729,,,,,,,
1520025098.153043,0.077392,0.311430,-0.174893,-0.130543,0.423204,0.288568,0.073596,-0.306420,-0.949047,0.129910,0.215157,-0.459766,-7.793287,-42.466843,-55.418861,,,,,,,
1520025098.163028,0.079447,0.311325,-0.172326,0.010033,0.234000,0.225636,0.075548,-0.306320,-0.948926,0.146498,0.272461,-0.419787,-7.793287,-42.466843,-55.418861,,,,,,,
1520025098.173012,0.079733,0.312843,-0.170535,0.180242,0.033309,0.170672,0.075783,-0.307765,-0.948440,0.114708,0.286632,-0.348084,-7.614789,-42.325974,-55.551289,,,,,,,
1520025098.182989,0.078651,0.315812,-0.169125,0.318805,-0.083156,0.156905,0.074685,-0.310589,-0.947606,0.060768,0.259121,-0.243465,-7.645442,-42.388603,-55.499298,,,,,,,
1520025098.192983,0.077425,0.320032,-0.167570,0.437288,-0.064353,0.192107,0.073421,-0.314597,-0.946382,0.062032,0.263129,-0.244689,-7.645442,-42.388603,-55.499298,,,,,,,
1520025098.202967,0.076647,0.325186,-0.165431,0.515755,0.008856,0.260832,0.072559,-0.319485,-0.944809,-0.002399,0.237805,-0.144302,-7.865686,-42.746849,-55.192902,,,,,,,
,,,,,,,,,,,,,,,,44.565040,-123.273831,71.306097,1.090000,227.460938,1520025097.993503,
1520025098.212934,0.075879,0.305153,-0.162354,0.502631,0.092437,0.331151,0.072304,-0.300439,-0.951056,0.049171,0.197625,-0.026834,-7.974944,-43.002167,-54.978474,,,,,,,
1520025098.222937,0.076519,0.309641,-0.158928,0.390235,0.192277,0.366678,0.072809,-0.304717,-0.949656,0.048667,0.201903,-0.028234,-7.974944,-43.002167,-54.978474,,,,,,,
1520025098.232921,0.077943,0.312527,-0.155300,0.214729,0.272379,0.364786,0.074093,-0.307464,-0.948671,0.047382,0.204650,-0.029219,-7.974944,-43.002167,-54.978474,,,,,,,
1520025098.242896,0.079843,0.313561,-0.151784,0.030228,0.307529,0.332785,0.075869,-0.308448,-0.948211,0.105252,0.212256,-0.036332,-8.094658,-42.194122,-55.583733,,,,,,,
1520025098.252893,0.082043,0.312788,-0.148626,-0.144265,0.315909,0.278513,0.077974,-0.307712,-0.948279,0.120848,0.230457,-0.036584,-8.073063,-42.209148,-55.575462,,,,,,,
1520025098.262877,0.084025,0.310416,-0.146064,-0.290719,0.258354,0.204346,0.079915,-0.305454,-0.948847,0.118907,0.228199,-0.036016,-8.073063,-42.209148,-55.575462,,,,,,,
1520025098.272862,0.087001,0.295447,-0.144779,-0.393391,0.148823,0.120189,0.083126,-0.291168,-0.953054,0.109516,0.211700,-0.035166,-7.960004,-41.968399,-55.773743,,,,,,,
1520025098.282848,0.087019,0.291130,-0.143629,-0.453986,-0.005888,0.061215,0.083252,-0.287035,-0.954296,0.077225,0.183656,-0.030049,-7.769220,-41.126293,-56.424164,,,,,,,
1520025098.292832,0.085527,0.286505,-0.142694,-0.474001,-0.154598,0.048831,0.081941,-0.282602,-0.955731,0.078536,0.179223,-0.028613,-7.769220,-41.126293,-56.424164,,,,,,,
1520025098.302793,0.083056,0.282012,-0.141764,-0.446409,-0.237226,0.051289,0.079684,-0.278289,-0.957186,0.014020,0.157653,0.048907,-7.868626,-40.602737,-56.788387,,,,,,,
1520025098.312803,0.080139,0.278098,-0.140905,-0.379367,-0.279481,0.050263,0.076978,-0.274527,-0.958493,-0.019895,0.166236,0.074536,-8.014984,-40.339775,-56.955086,,,,,,,
1520025098.322787,0.076863,0.275037,-0.140169,-0.286710,-0.312165,0.045445,0.073902,-0.271583,-0.959574,-0.016819,0.163291,0.075617,-8.014984,-40.339775,-56.955086,,,,,,,
1520025098.332749,0.073935,0.272902,-0.139587,-0.192906,-0.266392,0.037606,0.071134,-0.269528,-0.960362,-0.038190,0.160671,0.127262,-8.382412,-39.928001,-57.191860,,,,,,,
1520025098.342758,0.071531,0.271682,-0.139196,-0.103272,-0.215381,0.025438,0.068848,-0.268353,-0.960857,-0.045212,0.142864,0.160763,-8.556843,-39.800415,-57.254925,,,,,,,
1520025098.352742,0.069946,0.271152,-0.139037,-0.041159,-0.132711,0.006446,0.067336,-0.267842,-0.961107,-0.053878,0.123631,0.196947,-8.699916,-39.726677,-57.284561,,,,,,,
1520025098.362705,0.068829,0.271086,-0.139080,0.004878,-0.113667,-0.007628,0.066263,-0.267778,-0.961199,-0.050790,0.103593,0.221392,-8.792807,-39.694771,-57.292500,,,,,,,
1520025098.372713,0.067465,0.271475,-0.139275,0.050837,-0.151862,-0.018618,0.064945,-0.268153,-0.961185,-0.043079,0.086817,0.246478,-8.855681,-39.691544,-57.285049,,,,,,,
1520025098.382697,0.065830,0.272155,-0.139624,0.075569,-0.178480,-0.032095,0.063361,-0.268808,-0.961108,-0.041495,0.087472,0.246401,-8.855681,-39.691544,-57.285049,,,,,,,
1520025098.392682,0.063983,0.273020,-0.140135,0.093938,-0.208313,-0.046759,0.061572,-0.269640,-0.960991,-0.030520,0.068514,0.290184,-9.017810,-39.758636,-57.213188,,,,,,,
1520025098.402669,0.061716,0.274034,-0.140653,0.107608,-0.249547,-0.039133,0.059375,-0.270617,-0.960854,-0.030841,0.049257,0.303841,-9.113953,-39.813755,-57.159599,,,,,,,
1520025098.412653,0.059169,0.275276,-0.140924,0.135755,-0.265012,-0.009871,0.056908,-0.271813,-0.960666,-0.026070,0.035744,0.315051,-9.234203,-39.877335,-57.095940,,,,,,,
1520025098.422638,0.056543,0.276998,-0.140907,0.187370,-0.261354,0.016647,0.054359,-0.273469,-0.960344,-0.007941,0.034089,0.313676,-9.376344,-39.950729,-57.021416,,,,,,,
1520025098.432623,0.053870,0.279384,-0.140701,0.255044,-0.263017,0.038108,0.051756,-0.275764,-0.959831,0.016817,0.020912,0.309257,-9.530301,-40.047501,-56.927929,,,,,,,
1520025098.442607,0.051131,0.282477,-0.140319,0.323804,-0.262570,0.058526,0.049083,-0.278735,-0.959113,0.019490,0.023883,0.308539,-9.530301,-40.047501,-56.927929,,,,,,,
1520025098.452593,0.048465,0.286165,-0.139715,0.377614,-0.244095,0.081914,0.046476,-0.282275,-0.958207,0.036532,-0.006330,0.304582,-9.862982,-40.348190,-56.658302,,,,,,,
1520025098.462579,0.046014,0.290075,-0.138874,0.388880,-0.214079,0.104569,0.044076,-0.286024,-0.957208,0.034431,-0.008684,0.278238,-10.035048,-40.547333,-56.485661,,,,,,,
1520025098.472563,0.043717,0.293948,-0.137954,0.381415,-0.205602,0.105520,0.041829,-0.289733,-0.956193,0.036678,-0.004976,0.277223,-10.035048,-40.547333,-56.485661,,,,,,,
1520025098.482545,0.041186,0.297654,-0.136986,0.360029,-0.233179,0.110417,0.039364,-0.293278,-0.955216,0.058796,-0.010555,0.187745,-10.357339,-40.959869,-56.128719,,,,,,,
1520025098.492509,0.038446,0.301027,-0.135855,0.322505,-0.239468,0.124667,0.036708,-0.296501,-0.954327,0.051732,-0.020684,0.162747,-10.357339,-40.959869,-56.128719,,,,,,,
1520025098.502493,0.036142,0.303978,-0.134620,0.279869,-0.173764,0.129373,0.034478,-0.299318,-0.953530,0.053962,-0.017866,0.161950,-10.357339,-40.959869,-56.128719,,,,,,,
