sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.2273;3.6227;10.1001;-0.1753;4.0968;8.9082;0.0496;0.3315;0.1853;-0.6304;1.1732;1.46;105.0;101.19;6.48;24.03;265.32;-30.99;0.79;8.0;1002.28;62.416;44.567577;-123.2747;55.74;NaN;;0.0;6.068;;12 / 21;16;2018-03-07 17:27:31:267
0.3757;4.5847;10.8132;-2.8259;3.2418;8.8134;2.3406;1.5144;2.5564;0.4771;-1.5721;-2.1172;294.0;124.57;2.09;31.28;272.04;-21.23;17.26;8.0;1002.15;62.416;44.567577;-123.2747;55.74;NaN;;0.0;6.068;;12 / 21;516;2018-03-07 17:27:31:767
0.6843;-0.9547;11.1673;0.3094;1.4784;9.6896;-1.6914;-1.6155;-0.1411;-0.5231;-1.0217;0.0691;1010.0;101.7;16.45;12.89;277.5;-8.67;-1.83;8.0;1002.23;62.416;44.567577;-123.2747;55.91;NaN;;5.08;6.068;27.0;12 / 21;1016;2018-03-07 17:27:32:267
-0.4905;1.7946;9.8824;0.033;2.0335;9.5934;0.1287;0.1538;-1.7441;0.0409;0.8085;0.1251;1031.0;103.25;57.98;-39.32;302.03;-9.34;1.21;8.0;1002.26;62.416;44.567577;-123.2747;55.91;NaN;;5.08;6.068;27.0;12 / 21;1515;2018-03-07 17:27:32:766
-0.3709;2.0339;9.7579;-0.3515;2.0226;9.5894;-0.0062;-0.0187;0.0474;0.0023;0.0015;-0.0016;1035.0;130.17;43.56;-66.08;293.89;-11.95;2.09;8.0;1002.28;62.416;44.567577;-123.2747;56.67;NaN;;0.0;6.068;;12 / 21;2015;2018-03-07 17:27:33:266
-0.3206;2.0267;9.7723;-0.337;2.0089;9.5928;0.0439;-0.0406;0.0152;0.0019;7.0E-4;-0.0014;1036.0;130.94;43.74;-65.86;293.68;-11.86;2.06;8.0;1002.26;62.416;44.567577;-123.2747;56.67;NaN;;0.0;6.068;;12 / 21;2515;2018-03-07 17:27:33:766
-0.3446;2.0315;9.7699;-0.3343;2.0068;9.5933;0.0192;-0.0129;-0.0075;0.0023;0.0023;-0.0014;1036.0;130.35;43.75;-66.39;294.35;-11.82;2.02;8.0;1002.26;62.416;44.567577;-123.2747;56.67;NaN;;0.0;6.068;;12 / 21;3015;2018-03-07 17:27:34:266
-0.3757;2.0291;9.7555;-0.3402;2.0042;9.5936;0.0022;0.0093;-0.0078;0.0021;0.0017;-8.0E-4;1034.0;129.19;44.03;-69.2;294.66;-11.78;2.0;8.0;1002.26;62.416;44.567577;-123.2747;56.67;NaN;;0.0;6.068;;12 / 21;3516;2018-03-07 17:27:34:767
-0.347;2.0172;9.7651;-0.3379;2.0041;9.5937;0.0206;-0.0082;0.0116;0.0016;9.0E-4;-0.002;1034.0;128.47;44.22;-71.05;295.0;-11.79;2.02;8.0;1002.24;62.416;44.567577;-123.2747;56.92;NaN;;0.0;6.068;;12 / 21;4016;2018-03-07 17:27:35:267
-0.3111;2.0267;9.7412;-0.3343;2.0042;9.5938;0.0502;-0.0097;0.0212;0.0021;0.0023;-0.0016;1034.0;128.73;44.33;-69.71;294.76;-11.79;2.05;8.0;1002.25;62.416;44.567577;-123.2747;56.92;NaN;;0.0;6.068;;12 / 21;4515;2018-03-07 17:27:35:766
-0.3589;2.0195;9.746;-0.3391;2.0061;9.5933;-0.0216;-0.0145;0.0041;0.0023;0.003;-0.0018;1032.0;126.79;45.53;-73.64;296.15;-11.81;1.98;8.0;1002.25;62.416;44.567577;-123.2747;56.92;NaN;;0.0;6.068;;12 / 21;5016;2018-03-07 17:27:36:267
-0.3278;2.0483;9.7531;-0.3401;2.0074;9.593;0.0136;0.0038;0.0037;0.0023;0.0023;-0.0018;1033.0;126.39;44.57;-74.29;295.43;-11.8;2.02;8.0;1002.26;62.416;44.567577;-123.2747;56.92;NaN;;0.0;6.068;;12 / 21;5516;2018-03-07 17:27:36:767
-0.3278;2.0315;9.7436;-0.3391;2.0084;9.5928;0.0172;-0.0089;-1.0E-4;0.0021;0.0034;-0.0018;1030.0;126.78;45.08;-73.14;295.72;-11.82;2.02;8.0;1002.25;62.416;44.567577;-123.2747;55.61;NaN;;0.0;6.068;;12 / 21;6016;2018-03-07 17:27:37:267
-0.3374;2.0267;9.7364;-0.3313;2.0047;9.5938;0.0125;-0.0071;0.0055;-3.0E-4;5.0E-4;4.0E-4;1031.0;126.56;45.0;-74.08;295.79;-11.8;2.0;8.0;1002.24;62.416;44.567577;-123.2747;55.61;NaN;;0.0;6.068;;12 / 21;6518;2018-03-07 17:27:37:769
-0.3422;2.0291;9.7292;-0.3286;2.0012;9.5947;-0.0056;-9.0E-4;-0.0067;1.0E-4;9.0E-4;4.0E-4;1029.0;126.62;44.93;-74.36;295.76;-11.77;1.96;8.0;1002.25;62.416;44.567577;-123.2747;55.72;NaN;;0.0;6.068;;12 / 21;7015;2018-03-07 17:27:38:266
-0.335;2.0267;9.7292;-0.3276;2.0002;9.5949;-0.0011;-0.0027;-0.0045;5.0E-4;7.0E-4;-4.0E-4;1029.0;126.58;44.96;-73.77;295.75;-11.77;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.72;NaN;;0.0;6.068;;12 / 21;7517;2018-03-07 17:27:38:768
-0.335;2.0291;9.722;-0.33;2.0013;9.5946;-0.006;0.0;0.0051;7.0E-4;9.0E-4;-6.0E-4;1027.0;127.37;45.46;-73.66;295.77;-11.78;1.97;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;8016;2018-03-07 17:27:39:267
-0.3254;2.0411;9.7149;-0.3254;2.0035;9.5943;0.0052;0.0039;2.0E-4;-3.0E-4;3.0E-4;-6.0E-4;1027.0;126.51;44.86;-73.13;295.68;-11.79;1.96;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;8515;2018-03-07 17:27:39:766
-0.3541;2.0267;9.7197;-0.329;2.0038;9.5941;-0.0264;-0.0046;-3.0E-4;7.0E-4;0.0011;-8.0E-4;1025.0;126.66;45.03;-74.15;295.77;-11.79;1.96;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;9015;2018-03-07 17:27:40:266
-0.3183;2.0267;9.7053;-0.33;2.0038;9.5941;-0.0055;-0.0027;0.0013;3.0E-4;-4.0E-4;-6.0E-4;1025.0;126.66;44.91;-73.44;295.68;-11.79;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;9515;2018-03-07 17:27:40:766
-0.3159;2.0148;9.7029;-0.3269;2.0035;9.5942;0.0129;-0.0146;-0.0055;3.0E-4;7.0E-4;-6.0E-4;1026.0;126.53;45.35;-73.75;296.14;-11.79;1.97;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;10016;2018-03-07 17:27:41:267
-0.3302;2.0387;9.7029;-0.3259;2.0039;9.5942;-2.0E-4;0.0077;-0.0136;-1.0E-4;5.0E-4;0.0;1023.0;127.17;45.08;-73.89;295.76;-11.78;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;10516;2018-03-07 17:27:41:767
-0.3063;2.0411;9.7101;-0.3304;2.0039;9.594;-0.0203;5.0E-4;-0.0119;-1.0E-4;-7.0E-4;2.0E-4;1024.0;126.81;44.8;-73.34;295.69;-11.79;1.97;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;11016;2018-03-07 17:27:42:267
-0.3111;2.0459;9.7125;-0.3215;2.0026;9.5946;0.0168;0.0089;-0.0102;-5.0E-4;-5.0E-4;-4.0E-4;1021.0;126.81;45.29;-74.11;295.76;-11.79;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;11515;2018-03-07 17:27:42:766
-0.3326;2.0195;9.7173;-0.3228;2.0025;9.5946;0.0046;-0.0103;0.0044;3.0E-4;3.0E-4;6.0E-4;1022.0;127.37;44.85;-73.35;295.67;-11.78;1.93;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;12016;2018-03-07 17:27:43:267
-0.3565;2.01;9.7149;-0.3248;2.0045;9.5941;-0.0142;-1.0E-4;-0.0031;-1.0E-4;1.0E-4;0.0;1020.0;127.27;44.92;-73.01;295.59;-11.78;1.92;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;12516;2018-03-07 17:27:43:767
-0.3159;2.0195;9.7101;-0.326;2.0047;9.594;0.0093;-0.0054;-6.0E-4;-5.0E-4;-4.0E-4;2.0E-4;1020.0;126.6;45.11;-72.63;295.68;-11.8;1.95;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;13015;2018-03-07 17:27:44:266
-0.3254;2.0339;9.7101;-0.3237;2.0045;9.5941;0.0101;-0.0042;-0.0036;1.0E-4;-1.0E-4;4.0E-4;1021.0;127.55;45.31;-72.5;295.51;-11.8;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;13515;2018-03-07 17:27:44:766
-0.3278;2.0243;9.6957;-0.323;2.0069;9.5937;7.0E-4;0.0035;-0.0084;-7.0E-4;-1.0E-4;2.0E-4;1019.0;126.99;45.23;-72.14;295.6;-11.81;1.93;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;14015;2018-03-07 17:27:45:266
-0.3422;2.0339;9.7005;-0.3237;2.0063;9.5938;-0.0114;0.0042;-0.0053;-5.0E-4;1.0E-4;2.0E-4;1019.0;126.06;45.03;-72.48;295.77;-11.8;1.92;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;14516;2018-03-07 17:27:45:767
-0.3326;2.0243;9.7101;-0.3249;2.0048;9.594;-0.0054;-0.0023;1.0E-4;-3.0E-4;1.0E-4;8.0E-4;1017.0;126.58;44.97;-72.77;295.68;-11.8;1.93;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;15015;2018-03-07 17:27:46:266
-0.3517;2.0363;9.7149;-0.3256;2.0081;9.5933;0.0065;0.0031;0.0032;5.0E-4;1.0E-4;-4.0E-4;1017.0;126.1;45.16;-72.33;295.79;-11.82;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;15516;2018-03-07 17:27:46:767
-0.3326;2.0243;9.7244;-0.3266;2.0057;9.5938;-0.0076;-0.0026;0.0059;-7.0E-4;-4.0E-4;2.0E-4;1017.0;125.83;44.86;-71.87;295.78;-11.8;1.94;8.0;1002.26;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;16015;2018-03-07 17:27:47:266
-0.335;2.0363;9.7244;-0.3245;2.0044;9.5941;0.0078;0.004;0.0113;-1.0E-4;-1.0E-4;-4.0E-4;1016.0;126.6;45.98;-72.39;295.97;-11.79;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;16516;2018-03-07 17:27:47:767
-0.3422;2.0387;9.7197;-0.3237;2.0038;9.5943;-0.0049;0.0102;0.0036;-1.0E-4;3.0E-4;2.0E-4;1016.0;126.69;45.38;-71.15;295.59;-11.79;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;17015;2018-03-07 17:27:48:266
-0.323;2.0459;9.7077;-0.3238;2.0053;9.594;0.0056;0.0062;-0.0053;5.0E-4;-4.0E-4;2.0E-4;1014.0;126.49;45.34;-71.65;295.78;-11.79;1.94;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;17516;2018-03-07 17:27:48:767
-0.3422;2.0243;9.7173;-0.3246;2.0049;9.594;-0.0191;-0.0031;0.0033;-1.0E-4;3.0E-4;-2.0E-4;1014.0;125.91;45.54;-72.23;296.14;-11.8;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;18016;2018-03-07 17:27:49:267
-0.3326;2.0267;9.6957;-0.3257;2.004;9.5942;-0.014;0.0041;0.004;-3.0E-4;-7.0E-4;-6.0E-4;1012.0;126.13;44.62;-72.07;295.77;-11.79;1.93;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;18517;2018-03-07 17:27:49:768
-0.3159;2.0172;9.6981;-0.3233;2.0044;9.5942;0.009;-0.0047;-0.0075;-9.0E-4;-5.0E-4;8.0E-4;1012.0;126.8;45.3;-72.63;295.68;-11.8;1.95;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;19015;2018-03-07 17:27:50:266
-0.323;2.0435;9.7125;-0.3248;2.0065;9.5937;-0.0085;0.0079;0.0084;-1.0E-4;-4.0E-4;2.0E-4;1013.0;126.37;45.87;-72.33;295.96;-11.8;1.94;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;19517;2018-03-07 17:27:50:768
-0.3302;2.0267;9.7053;-0.3291;2.0053;9.5938;-0.0137;9.0E-4;0.0094;-7.0E-4;-0.0012;4.0E-4;1011.0;126.45;45.31;-71.36;295.7;-11.8;1.96;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;20015;2018-03-07 17:27:51:266
-0.3063;2.0315;9.7268;-0.3225;2.0056;9.5939;0.0155;0.0014;0.0057;3.0E-4;-4.0E-4;4.0E-4;1011.0;126.03;45.26;-72.08;295.78;-11.8;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;20516;2018-03-07 17:27:51:767
-0.3039;2.0267;9.7125;-0.3201;2.0056;9.594;0.0115;1.0E-4;0.0022;-9.0E-4;-4.0E-4;4.0E-4;1009.0;125.89;45.13;-72.14;295.78;-11.8;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;21015;2018-03-07 17:27:52:266
-0.3398;2.0363;9.7197;-0.3255;2.0056;9.5938;-0.0078;0.008;0.0066;1.0E-4;-5.0E-4;6.0E-4;1009.0;126.14;45.64;-72.29;296.15;-11.8;1.94;8.0;1002.26;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;21516;2018-03-07 17:27:52:767
-0.3493;2.0363;9.7077;-0.3251;2.0076;9.5934;-0.0162;0.0156;-0.0068;-1.0E-4;-4.0E-4;2.0E-4;1009.0;126.29;45.49;-71.72;295.77;-11.79;1.93;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;22016;2018-03-07 17:27:53:267
-0.3374;2.0459;9.7268;-0.324;2.0045;9.5941;-0.0045;0.0082;0.0083;3.0E-4;-5.0E-4;-6.0E-4;1007.0;126.47;45.07;-72.24;295.77;-11.79;1.93;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;22515;2018-03-07 17:27:53:766
-0.3278;2.0267;9.7149;-0.3235;2.0052;9.594;0.0078;-0.006;0.0101;3.0E-4;1.0E-4;0.0;1007.0;126.92;45.17;-72.12;295.6;-11.8;1.93;8.0;1002.23;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;23015;2018-03-07 17:27:54:266
-0.3159;2.0243;9.7244;-0.3215;2.0022;9.5947;-0.003;-0.0054;0.001;-0.0013;-7.0E-4;6.0E-4;1008.0;126.35;45.43;-71.89;296.14;-11.79;1.93;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;23515;2018-03-07 17:27:54:766
-0.3254;2.0243;9.7292;-0.3217;2.0049;9.5941;-0.0067;0.0022;3.0E-4;-1.0E-4;-1.0E-4;6.0E-4;1006.0;126.49;45.08;-72.03;295.77;-11.79;1.92;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;24015;2018-03-07 17:27:55:266
-0.3302;2.0411;9.7197;-0.3208;2.0046;9.5942;-4.0E-4;0.0041;0.005;-9.0E-4;-1.0E-4;6.0E-4;1006.0;126.74;45.64;-72.0;295.96;-11.8;1.92;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;24515;2018-03-07 17:27:55:766
-0.3159;2.0435;9.7125;-0.3222;2.0045;9.5942;-0.0103;-0.0015;0.0073;-3.0E-4;-7.0E-4;2.0E-4;1003.0;126.96;45.12;-72.07;295.59;-11.79;1.94;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;25016;2018-03-07 17:27:56:267
-0.3446;2.0387;9.7197;-0.3249;2.0036;9.5943;-0.0162;0.0102;0.008;-5.0E-4;-7.0E-4;-2.0E-4;1004.0;126.72;46.18;-71.52;295.96;-11.79;1.94;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;25515;2018-03-07 17:27:56:766
-0.335;2.0315;9.7316;-0.3235;2.0024;9.5946;-0.0097;0.0037;0.0116;-5.0E-4;-0.001;0.0;1004.0;126.83;45.57;-71.96;295.95;-11.78;1.93;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;26017;2018-03-07 17:27:57:268
-0.3206;2.0195;9.7077;-0.3229;2.0029;9.5945;-0.0063;0.0066;-3.0E-4;1.0E-4;5.0E-4;-2.0E-4;1002.0;126.54;45.05;-72.39;295.58;-11.78;1.92;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;26515;2018-03-07 17:27:57:766
-0.2919;2.0219;9.7244;-0.3223;2.0022;9.5947;0.0242;0.0041;-0.0191;-0.0017;0.0015;0.0;1002.0;126.33;45.8;-72.01;296.14;-11.77;1.95;8.0;1002.26;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;27016;2018-03-07 17:27:58:267
-0.3302;2.0387;9.7125;-0.3224;2.0025;9.5946;0.01;0.0045;-0.0016;1.0E-4;7.0E-4;-4.0E-4;1000.0;122.95;44.16;-66.57;295.52;-11.78;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;27516;2018-03-07 17:27:58:767
-0.3374;2.0219;9.7244;-0.3254;2.0037;9.5943;-0.0117;-7.0E-4;0.0062;-1.0E-4;5.0E-4;4.0E-4;1001.0;124.8;45.2;-66.54;295.45;-11.79;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;28015;2018-03-07 17:27:59:266
-0.3398;2.0267;9.7149;-0.327;2.0032;9.5943;-0.0117;-8.0E-4;0.0061;-5.0E-4;-1.0E-4;4.0E-4;1001.0;124.94;45.47;-66.53;295.53;-11.78;1.93;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;28517;2018-03-07 17:27:59:768
-0.323;2.0339;9.7077;-0.3254;2.0015;9.5947;0.0033;0.0029;-0.0054;-7.0E-4;-5.0E-4;4.0E-4;999.0;124.85;45.17;-66.11;295.45;-11.77;1.95;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;29016;2018-03-07 17:28:00:267
-0.3302;2.0411;9.7173;-0.3253;2.0011;9.5948;0.0;0.0;0.0012;-3.0E-4;-5.0E-4;4.0E-4;999.0;125.12;45.57;-66.16;295.82;-11.78;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;29517;2018-03-07 17:28:00:768
-0.3398;2.0267;9.7125;-0.3261;2.0016;9.5947;-0.004;-2.0E-4;0.0026;3.0E-4;-1.0E-4;0.0;997.0;124.93;44.85;-66.48;295.45;-11.78;1.95;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;30017;2018-03-07 17:28:01:268
-0.323;2.0363;9.7077;-0.3264;2.003;9.5944;0.0011;0.0048;-0.0026;-1.0E-4;3.0E-4;4.0E-4;997.0;125.29;45.48;-66.9;295.53;-11.78;1.95;8.0;1002.26;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;30516;2018-03-07 17:28:01:767
-0.3326;2.0267;9.7125;-0.3259;2.0033;9.5943;-0.0043;9.0E-4;-0.0054;-1.0E-4;-1.0E-4;0.0;998.0;124.83;45.66;-66.7;295.91;-11.79;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;31017;2018-03-07 17:28:02:268
-0.3326;2.0435;9.7101;-0.3271;2.0034;9.5943;-0.0031;0.0016;-0.0012;-5.0E-4;-4.0E-4;4.0E-4;995.0;125.17;45.32;-66.61;295.54;-11.79;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;31515;2018-03-07 17:28:02:766
-0.3278;2.0291;9.7244;-0.3277;2.0043;9.5941;0.0016;-0.0018;-0.0015;-1.0E-4;-4.0E-4;2.0E-4;996.0;125.5;44.94;-66.51;295.36;-11.79;1.96;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;32015;2018-03-07 17:28:03:266
-0.3374;2.0267;9.7101;-0.3274;2.0037;9.5942;0.002;-0.0027;-0.0025;-1.0E-4;1.0E-4;-2.0E-4;993.0;124.89;45.96;-66.55;295.91;-11.79;1.96;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;32516;2018-03-07 17:28:03:767
-0.3206;2.0267;9.7101;-0.3268;2.0037;9.5942;-0.0065;0.0011;-5.0E-4;-5.0E-4;-1.0E-4;6.0E-4;994.0;124.61;45.25;-66.21;295.45;-11.79;1.95;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;33016;2018-03-07 17:28:04:267
-0.3278;2.0339;9.7077;-0.3273;2.0044;9.594;-0.01;0.009;0.0105;-7.0E-4;-5.0E-4;6.0E-4;994.0;125.32;44.64;-66.08;295.46;-11.79;1.95;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;33516;2018-03-07 17:28:04:767
-0.3159;2.0219;9.7029;-0.3283;2.0043;9.594;-0.0059;0.0;0.0049;5.0E-4;-1.0E-4;-2.0E-4;992.0;124.51;45.15;-65.99;295.46;-11.79;1.96;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;34017;2018-03-07 17:28:05:268
-0.3278;2.0339;9.7173;-0.3245;2.0042;9.5942;0.0015;-0.0022;-0.0016;-5.0E-4;-7.0E-4;6.0E-4;992.0;124.82;45.59;-66.32;295.83;-11.8;1.95;8.0;1002.24;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;34515;2018-03-07 17:28:05:766
-0.3398;2.0315;9.722;-0.3258;2.0051;9.5939;-0.0116;0.0018;0.0062;1.0E-4;-4.0E-4;2.0E-4;993.0;125.56;45.23;-65.95;295.27;-11.79;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;35016;2018-03-07 17:28:06:267
-0.3326;2.0291;9.7101;-0.3259;2.0051;9.5939;-0.006;-0.002;0.0017;-1.0E-4;-7.0E-4;2.0E-4;990.0;125.22;44.87;-66.68;295.54;-11.8;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;35516;2018-03-07 17:28:06:767
-0.3254;2.0148;9.7125;-0.3239;2.0049;9.5941;0.0064;0.0038;0.0088;-1.0E-4;-1.0E-4;0.0;991.0;124.79;45.44;-66.84;295.54;-11.8;1.94;8.0;1002.26;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;36015;2018-03-07 17:28:07:266
-0.3422;2.0291;9.7149;-0.325;2.0053;9.5939;-0.002;-0.0022;0.0048;-1.0E-4;-1.0E-4;2.0E-4;989.0;125.0;45.72;-65.98;295.83;-11.8;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;36517;2018-03-07 17:28:07:768
-0.3254;2.0459;9.7101;-0.3247;2.004;9.5942;-0.0016;0.009;-0.0034;1.0E-4;-4.0E-4;2.0E-4;989.0;124.67;44.71;-66.02;295.45;-11.79;1.94;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;37016;2018-03-07 17:28:08:267
-0.3446;1.8736;9.7005;-0.3262;1.9846;9.5982;-0.0121;-0.1241;-0.0072;-9.0E-4;-5.0E-4;8.0E-4;987.0;124.93;44.59;-66.52;295.52;-11.78;1.92;8.0;1002.25;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;37515;2018-03-07 17:28:08:766
-0.4451;3.46;9.5426;-0.3325;2.0993;9.5735;-0.0699;1.1043;-0.0958;0.0082;-7.0E-4;2.0E-4;987.0;124.45;45.46;-66.02;295.77;-12.11;1.98;8.0;1002.26;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;38017;2018-03-07 17:28:09:268
-1.3113;5.9103;8.7386;-0.3392;2.4631;9.4862;0.0714;1.8568;-0.0555;-0.0669;-0.0966;-0.0536;984.0;124.17;44.42;-66.76;296.43;-14.37;2.1;8.0;1002.23;62.416;44.567577;-123.2747;55.85;NaN;;0.0;6.068;;12 / 21;38516;2018-03-07 17:28:09:767
-0.3111;4.1874;9.3679;-0.2911;3.0382;9.3196;-0.0893;1.3057;-0.5319;0.0123;-0.0056;-0.0139;981.0;119.82;52.01;-59.99;300.03;-16.93;1.74;8.0;1002.18;62.416;44.567577;-123.2747;55.91;NaN;;1.76;6.068;0.0;12 / 21;39016;2018-03-07 17:28:10:267
-0.0574;4.1348;9.1837;-0.2314;3.1686;9.2778;0.2118;0.753;-0.3306;0.0025;-0.0189;-0.0185;974.0;120.45;51.86;-61.66;300.66;-18.67;1.54;8.0;1002.17;62.416;44.567577;-123.2747;55.91;NaN;;1.76;6.068;0.0;12 / 21;39517;2018-03-07 17:28:10:768
-0.0383;3.4265;9.2459;-0.1439;3.2503;9.2512;0.0939;0.0887;0.2911;0.0195;-0.0258;-0.0244;965.0;120.56;51.02;-60.83;299.88;-19.36;0.89;8.0;1002.19;62.416;44.567577;-123.2747;56.07;NaN;;9.94;6.068;0.5;12 / 21;40016;2018-03-07 17:28:11:267
