sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4116;1.8329;9.5067;-0.4115;1.9546;9.6011;0.0313;-0.1047;-0.2174;-0.0023;-0.0024;-0.0029;563.0;131.91;9.37;-58.45;279.43;-11.5;2.45;8.0;1002.41;62.416;44.567577;-123.2747;56.09;NaN;;39.38;6.068;176.7;12 / 21;217520;2018-03-07 17:34:53:977
-0.347;1.8018;9.3272;-0.3561;1.864;9.6213;-0.0567;-0.019;0.0345;-0.0011;-0.0041;-0.0015;566.0;131.4;9.66;-58.55;279.7;-10.98;2.18;8.0;1002.41;62.416;44.567577;-123.2747;56.07;NaN;;40.03;6.068;177.1;12 / 21;218020;2018-03-07 17:34:54:477
-0.213;1.4477;9.5067;-0.3127;1.8117;9.6328;-0.0419;-0.1014;0.0156;0.0117;-0.0083;-7.0E-4;567.0;131.51;10.41;-58.62;279.4;-10.65;1.86;8.0;1002.41;62.416;44.567577;-123.2747;56.07;NaN;;40.03;6.068;177.1;12 / 21;218520;2018-03-07 17:34:54:977
-0.1675;1.8879;10.0116;-0.257;1.8218;9.6325;-0.0403;-0.0327;0.4354;0.0091;-8.0E-4;-0.0058;569.0;131.23;10.37;-58.33;279.33;-10.69;1.59;8.0;1002.41;62.416;44.567577;-123.2747;55.34;NaN;;40.82;6.068;177.3;12 / 21;219020;2018-03-07 17:34:55:477
-0.055;1.8257;9.2794;-0.1818;1.8727;9.6245;-0.2297;-0.0287;0.0686;0.0115;-0.0395;0.0023;569.0;131.93;10.48;-58.05;279.7;-10.86;1.37;8.0;1002.42;62.416;44.567577;-123.2747;55.34;NaN;;40.82;6.068;177.3;12 / 21;219519;2018-03-07 17:34:55:976
0.3493;1.785;8.4514;-0.0893;1.7863;9.6422;0.3244;-0.1152;-0.4666;-0.0465;-0.0344;-0.006;570.0;130.42;10.39;-58.06;279.18;-10.71;0.67;8.0;1002.41;62.416;44.567577;-123.2747;55.18;NaN;;41.44;6.068;177.6;12 / 21;220019;2018-03-07 17:34:56:476
-0.0431;1.462;10.0164;-0.1006;1.6942;9.6587;0.1762;-0.0207;-0.2876;0.0227;0.0122;-0.0154;572.0;130.64;10.74;-58.58;279.26;-9.95;0.6;8.0;1002.42;62.416;44.567577;-123.2747;55.18;NaN;;41.44;6.068;177.6;12 / 21;220519;2018-03-07 17:34:56:976
-0.1747;1.7468;9.8895;-0.1029;1.7325;9.6519;0.0556;0.0105;0.2797;0.0148;-0.0163;-0.0066;569.0;131.68;10.68;-58.09;279.2;-10.09;0.7;8.0;1002.43;62.416;44.567577;-123.2747;55.21;NaN;;42.01;6.068;178.1;12 / 21;221019;2018-03-07 17:34:57:476
0.0287;1.6152;9.8632;-0.0512;1.7215;9.6542;0.1238;-0.0444;0.1833;-0.0032;-0.0098;-0.0087;570.0;131.61;10.24;-58.81;278.77;-10.11;0.3;8.0;1002.43;62.416;44.567577;-123.2747;55.21;NaN;;42.01;6.068;178.1;12 / 21;221519;2018-03-07 17:34:57:976
-0.0838;1.6845;9.7651;-0.0532;1.725;9.6536;-0.0343;-0.024;0.2255;-0.0109;0.0045;-0.0052;571.0;131.66;10.29;-58.81;278.81;-10.18;0.34;8.0;1002.43;62.416;44.567577;-123.2747;55.15;NaN;;42.55;6.068;178.8;12 / 21;222019;2018-03-07 17:34:58:476
-0.2153;1.8425;9.9278;-0.0687;1.6785;9.6617;-0.2528;0.003;0.0483;-0.0085;-0.0049;-0.0015;569.0;131.64;10.46;-58.43;278.65;-9.91;0.46;8.0;1002.43;62.416;44.567577;-123.2747;55.15;NaN;;42.55;6.068;178.8;12 / 21;222519;2018-03-07 17:34:58:976
0.0933;1.5482;9.7268;-0.0358;1.6421;9.6681;-0.0403;-0.007;-0.0512;-0.016;-0.014;0.0044;571.0;130.96;10.62;-58.39;279.02;-9.72;0.29;8.0;1002.43;62.416;44.567577;-123.2747;54.82;NaN;;42.8;6.068;179.4;12 / 21;223020;2018-03-07 17:34:59:477
-0.2513;1.7611;9.8991;-0.0347;1.6421;9.6681;0.0322;0.0338;0.1812;-0.0089;-0.0106;0.0027;571.0;131.25;10.61;-57.75;278.97;-9.64;0.21;8.0;1002.45;62.416;44.567577;-123.2747;54.82;NaN;;42.8;6.068;179.4;12 / 21;223520;2018-03-07 17:34:59:977
-0.213;1.7013;9.8225;-0.0489;1.6461;9.6674;-0.1246;-0.023;0.0917;-0.0083;0.0014;0.0054;568.0;131.32;10.76;-57.96;278.97;-9.64;0.22;8.0;1002.47;62.416;44.567577;-123.2747;54.69;NaN;;43.24;6.068;179.2;12 / 21;224020;2018-03-07 17:35:00:477
-0.1795;1.4907;10.3394;-0.0498;1.623;9.6713;0.0816;-0.0827;0.2449;0.0042;-2.0E-4;0.0058;559.0;133.5;9.13;-55.07;277.76;-9.53;0.3;8.0;1002.48;62.416;44.567577;-123.2747;54.69;NaN;;43.24;6.068;179.2;12 / 21;224521;2018-03-07 17:35:00:978
0.079;1.1629;9.6311;-0.0608;1.601;9.6749;-0.129;-0.3562;-0.1849;-0.0025;0.0023;0.006;554.0;132.4;9.96;-55.49;278.23;-9.45;0.4;8.0;1002.48;62.416;44.567577;-123.2747;54.53;NaN;;43.78;6.068;179.3;12 / 21;225019;2018-03-07 17:35:01:476
-0.0861;1.1198;9.9828;-0.0351;1.5411;9.6847;-0.0769;-0.3101;-0.0215;-0.0093;-0.0063;0.008;562.0;131.47;10.98;-58.63;278.84;-9.14;0.25;8.0;1002.5;62.416;44.567577;-123.2747;54.53;NaN;;43.78;6.068;179.3;12 / 21;225520;2018-03-07 17:35:01:977
-0.1149;1.9071;9.4014;0.0197;1.5508;9.6832;-0.0423;0.2;-0.2919;0.0054;-0.013;0.0027;567.0;130.32;11.21;-58.73;278.8;-9.05;-0.02;8.0;1002.52;62.416;44.567577;-123.2747;54.08;NaN;;43.6;6.068;179.0;12 / 21;226020;2018-03-07 17:35:02:477
-0.3278;1.8209;10.3035;0.076;1.5553;9.6822;0.4121;0.116;-0.0161;-0.004;0.0122;-0.0074;571.0;130.21;10.48;-57.76;278.25;-9.13;-0.45;8.0;1002.52;62.416;44.567577;-123.2747;54.08;NaN;;43.6;6.068;179.0;12 / 21;226520;2018-03-07 17:35:02:977
0.1555;1.8497;9.8345;0.1081;1.645;9.6671;0.0961;0.1452;0.1592;0.0078;0.0035;-0.0046;564.0;130.52;10.52;-57.33;278.61;-9.33;-0.5;8.0;1002.52;62.416;44.567577;-123.2747;53.56;NaN;;43.38;6.068;178.8;12 / 21;227019;2018-03-07 17:35:03:476
0.067;1.7779;10.5524;0.1148;1.6492;9.6663;0.0464;0.1085;0.356;-0.0205;-0.011;-0.0032;536.0;130.22;10.85;-58.22;278.85;-9.68;-0.68;8.0;1002.54;62.416;44.567577;-123.2747;53.56;NaN;;43.38;6.068;178.8;12 / 21;227520;2018-03-07 17:35:03:977
0.335;1.9478;9.9613;0.1693;1.7113;9.6547;-0.042;0.0436;0.2065;0.0231;-0.0098;-0.0032;557.0;130.0;10.5;-58.0;278.93;-10.02;-0.92;8.0;1002.54;62.416;44.567577;-123.2747;53.16;NaN;;44.35;6.068;178.9;12 / 21;228020;2018-03-07 17:35:04:477
0.3589;1.8138;9.9565;0.2402;1.839;9.6297;0.0104;-0.0178;0.232;0.0404;0.0086;-0.0036;563.0;129.63;10.91;-57.67;278.99;-10.57;-1.52;8.0;1002.55;62.416;44.567577;-123.2747;53.16;NaN;;44.35;6.068;178.9;12 / 21;228520;2018-03-07 17:35:04:977
-0.2465;1.7252;10.1025;0.1186;1.81;9.6374;-0.2788;-0.2183;0.2676;-0.0135;0.0253;0.008;566.0;130.48;10.84;-58.12;279.21;-10.73;-0.88;8.0;1002.55;62.416;44.567577;-123.2747;52.97;NaN;;45.29;6.068;178.9;12 / 21;229020;2018-03-07 17:35:05:477
-0.2225;1.5458;9.679;0.0793;1.8038;9.639;-0.144;-0.0418;0.2676;0.016;0.0014;0.0127;563.0;130.74;9.56;-58.19;278.78;-10.6;-0.47;8.0;1002.55;62.416;44.567577;-123.2747;52.97;NaN;;45.29;6.068;178.9;12 / 21;229520;2018-03-07 17:35:05:977
-0.0215;1.742;9.789;0.0355;1.8206;9.6361;-0.077;-0.0179;0.2966;0.0101;0.0076;0.0113;565.0;130.76;9.28;-57.28;278.35;-10.69;-0.33;8.0;1002.55;62.416;44.567577;-123.2747;52.76;NaN;;45.65;6.068;178.4;12 / 21;230019;2018-03-07 17:35:06:476
0.0694;1.7515;9.5976;0.0448;1.8458;9.6313;0.0796;-0.0421;-0.1777;0.0082;-0.0114;0.007;565.0;130.35;10.26;-57.33;278.92;-10.85;-0.27;8.0;1002.54;62.416;44.567577;-123.2747;52.76;NaN;;45.65;6.068;178.4;12 / 21;230519;2018-03-07 17:35:06:976
0.0742;1.6128;9.8201;0.0821;1.7417;9.6504;-0.0328;-0.1251;-0.543;-0.0227;-0.0073;-3.0E-4;566.0;130.44;10.56;-57.14;278.65;-10.32;-0.5;8.0;1002.55;62.416;44.567577;-123.2747;52.89;NaN;;45.68;6.068;177.8;12 / 21;231020;2018-03-07 17:35:07:477
0.1795;1.5864;10.3179;0.0995;1.7043;9.6569;0.0844;-0.0815;0.218;-0.007;4.0E-4;-0.0017;567.0;129.97;9.42;-57.19;278.1;-10.07;-0.59;8.0;1002.52;62.416;44.567577;-123.2747;52.89;NaN;;45.68;6.068;177.8;12 / 21;231520;2018-03-07 17:35:07:977
-0.0574;1.7707;9.6909;0.085;1.7133;9.6555;-0.2689;-0.0067;0.1314;0.0099;0.0041;0.0017;566.0;130.01;10.23;-58.2;278.6;-10.0;-0.49;8.0;1002.52;62.416;44.567577;-123.2747;52.79;NaN;;45.54;6.068;177.9;12 / 21;232019;2018-03-07 17:35:08:476
-0.2393;1.6917;9.4229;0.0855;1.7185;9.6545;-0.1601;-0.0086;-0.3445;-0.0046;0.0078;0.008;566.0;130.05;10.18;-57.76;278.61;-10.07;-0.54;8.0;1002.49;62.416;44.567577;-123.2747;52.79;NaN;;45.54;6.068;177.9;12 / 21;232519;2018-03-07 17:35:08:976
-0.0694;1.4333;9.5186;0.052;1.6937;9.6591;-0.0735;-0.1217;0.118;-0.0074;0.0049;0.0162;564.0;129.82;9.7;-57.43;278.64;-10.03;-0.36;8.0;1002.51;62.416;44.567577;-123.2747;52.87;NaN;;45.32;6.068;177.9;12 / 21;233020;2018-03-07 17:35:09:477
0.1412;1.8688;9.5952;0.0536;1.6841;9.6608;0.1037;0.0644;-0.1098;-0.0101;0.0137;0.007;546.0;130.29;11.1;-58.53;279.1;-9.9;-0.29;8.0;1002.5;62.416;44.567577;-123.2747;52.87;NaN;;45.32;6.068;177.9;12 / 21;233519;2018-03-07 17:35:09:976
0.122;1.9406;10.0403;0.0254;1.7247;9.6538;-0.0073;0.1425;0.2863;0.0093;-0.0126;-0.0042;557.0;129.84;10.24;-57.82;278.66;-9.94;-0.13;8.0;1002.51;62.416;44.567577;-123.2747;53.27;NaN;;45.29;6.068;176.6;12 / 21;234020;2018-03-07 17:35:10:477
0.1316;1.5769;10.0116;0.0666;1.7431;9.6503;0.2381;0.0173;-0.0738;-0.0052;0.0059;-0.007;561.0;129.84;10.13;-57.95;278.72;-10.24;-0.4;8.0;1002.52;62.416;44.567577;-123.2747;53.27;NaN;;45.29;6.068;176.6;12 / 21;234519;2018-03-07 17:35:10:976
0.3278;1.8185;9.4301;0.0782;1.7359;9.6515;0.1395;0.1051;-0.3096;-0.0036;0.0043;-0.0062;563.0;130.14;10.03;-57.27;278.65;-10.3;-0.45;8.0;1002.49;62.416;44.567577;-123.2747;53.36;NaN;;45.43;6.068;177.0;12 / 21;235020;2018-03-07 17:35:11:477
0.0814;1.7898;9.7914;0.078;1.7237;9.6537;-0.0598;0.0344;0.289;-1.0E-4;-0.0069;-0.0032;562.0;129.57;10.06;-57.43;278.6;-10.17;-0.45;8.0;1002.5;62.416;44.567577;-123.2747;53.36;NaN;;45.43;6.068;177.0;12 / 21;235519;2018-03-07 17:35:11:976
-0.469;2.1416;10.0235;0.098;1.7422;9.6502;0.2798;0.0103;-0.3512;0.0066;-0.0079;-0.0046;532.0;129.13;10.7;-57.48;279.08;-10.23;-0.58;8.0;1002.49;62.416;44.567577;-123.2747;53.11;NaN;;45.83;6.068;177.2;12 / 21;236020;2018-03-07 17:35:12:477
-0.0885;1.8209;10.1408;0.1068;1.7626;9.6464;-0.018;0.0885;0.2104;-0.0125;-0.0036;-0.0025;527.0;129.82;9.66;-57.75;278.73;-10.43;-0.64;8.0;1002.47;62.416;44.567577;-123.2747;53.11;NaN;;45.83;6.068;177.2;12 / 21;236519;2018-03-07 17:35:12:976
-0.0502;1.9549;9.5737;0.1043;1.7675;9.6455;-0.0551;0.2022;-0.4474;-0.0074;0.0018;0.0023;524.0;130.13;10.3;-58.02;278.7;-10.35;-0.64;8.0;1002.46;62.416;44.567577;-123.2747;53.35;NaN;;45.36;6.068;177.5;12 / 21;237019;2018-03-07 17:35:13:476
-0.2153;2.254;10.1192;0.0913;1.7405;9.6505;-0.0659;0.0811;0.3834;0.0054;0.0012;0.0015;545.0;129.95;10.39;-57.81;278.67;-10.22;-0.54;8.0;1002.47;62.416;44.567577;-123.2747;53.35;NaN;;45.36;6.068;177.5;12 / 21;237520;2018-03-07 17:35:13:977
-0.1675;1.8927;10.2509;0.0829;1.7838;9.6427;-0.1189;0.0721;0.4155;-0.0064;-8.0E-4;0.0034;560.0;129.97;10.53;-57.02;279.14;-10.49;-0.49;8.0;1002.45;62.416;44.567577;-123.2747;53.36;NaN;;46.22;6.068;177.8;12 / 21;238019;2018-03-07 17:35:14:476
0.189;1.7061;9.9063;0.0856;1.7679;9.6456;0.0083;0.0557;0.0901;0.016;0.0045;0.0021;560.0;129.74;10.54;-57.24;279.05;-10.27;-0.5;8.0;1002.46;62.416;44.567577;-123.2747;53.36;NaN;;46.22;6.068;177.8;12 / 21;238519;2018-03-07 17:35:14:976
0.1555;2.077;9.5139;0.0909;1.7589;9.6472;0.0948;0.0888;-0.2861;-0.0119;0.0047;0.0029;561.0;129.75;10.8;-57.17;279.09;-10.36;-0.49;8.0;1002.45;62.416;44.567577;-123.2747;53.54;NaN;;47.23;6.068;177.5;12 / 21;239020;2018-03-07 17:35:15:477
0.1579;1.9286;9.0784;0.0939;1.7364;9.6512;0.0545;0.1569;-0.5399;0.004;-0.0059;0.0036;563.0;130.29;10.3;-56.93;278.57;-10.15;-0.53;8.0;1002.46;62.416;44.567577;-123.2747;53.54;NaN;;47.23;6.068;177.5;12 / 21;239519;2018-03-07 17:35:15:976
0.0239;1.8425;9.4636;0.0967;1.7323;9.652;-0.0385;0.2053;0.114;-0.0087;-0.0098;0.0032;555.0;129.66;10.6;-56.81;279.0;-10.17;-0.52;8.0;1002.46;62.416;44.567577;-123.2747;53.3;NaN;;48.06;6.068;177.4;12 / 21;240020;2018-03-07 17:35:16:477
0.2823;1.7252;9.4014;0.1037;1.7022;9.6572;0.1293;-0.0994;-0.0081;-0.0115;0.0079;-0.0078;531.0;130.07;11.23;-57.62;278.99;-10.0;-0.62;8.0;1002.46;62.416;44.567577;-123.2747;53.3;NaN;;48.06;6.068;177.4;12 / 21;240520;2018-03-07 17:35:16:977
-0.1005;1.73;10.2173;0.0573;1.6797;9.6616;-0.0034;0.0316;0.0821;-0.0176;0.0287;-9.0E-4;416.0;129.72;10.74;-57.35;278.89;-9.9;-0.58;8.0;1002.47;62.416;44.567577;-123.2747;53.41;NaN;;49.03;6.068;177.1;12 / 21;241019;2018-03-07 17:35:17:476
0.1268;1.4405;10.0714;0.0207;1.6557;9.6659;0.0031;0.0162;0.1428;-0.0074;0.0098;0.0064;385.0;130.16;11.78;-57.07;279.39;-9.83;-0.12;8.0;1002.48;62.416;44.567577;-123.2747;53.41;NaN;;49.03;6.068;177.1;12 / 21;241519;2018-03-07 17:35:17:976
-0.323;1.4261;9.6814;-0.003;1.6662;9.6641;-0.119;-0.0548;-0.194;-0.0121;-0.0096;0.0111;427.0;130.58;11.2;-57.86;278.99;-9.77;0.06;8.0;1002.49;62.416;44.567577;-123.2747;52.77;NaN;;50.8;6.068;176.1;12 / 21;242020;2018-03-07 17:35:18:477
-0.1555;1.3232;10.215;-0.0179;1.5682;9.6804;-0.1064;-0.2678;0.2299;-0.0133;0.002;0.0068;481.0;130.42;11.08;-57.54;278.88;-9.35;0.06;8.0;1002.52;62.416;44.567577;-123.2747;52.77;NaN;;50.8;6.068;176.1;12 / 21;242519;2018-03-07 17:35:18:976
-0.2704;0.7729;10.6313;-0.0606;1.5191;9.6881;-0.1256;-0.2052;-0.0058;0.0074;0.0086;0.0066;539.0;130.36;10.99;-58.1;278.77;-9.01;0.23;8.0;1002.54;62.416;44.567577;-123.2747;52.48;NaN;;50.33;6.068;177.1;12 / 21;243019;2018-03-07 17:35:19:476
-0.1507;1.1438;9.3727;0.009;1.5026;9.6908;0.4606;-0.0877;0.0763;-0.0032;-0.0077;-0.0103;556.0;130.67;11.52;-57.84;278.99;-8.81;-0.05;8.0;1002.57;62.416;44.567577;-123.2747;52.48;NaN;;50.33;6.068;177.1;12 / 21;243520;2018-03-07 17:35:19:977
0.2752;1.8879;10.1575;0.1006;1.6481;9.6666;0.1554;0.0623;0.2988;0.0044;0.0059;-0.0186;556.0;129.79;11.11;-58.39;278.73;-9.26;-0.45;8.0;1002.57;62.416;44.567577;-123.2747;52.22;NaN;;49.68;6.068;176.9;12 / 21;244020;2018-03-07 17:35:20:477
0.3517;1.8066;9.411;0.1138;1.651;9.666;0.0442;0.0904;-0.4207;-0.0251;-0.0102;-0.0156;560.0;130.95;9.66;-54.25;278.14;-9.82;-0.62;8.0;1002.57;62.416;44.567577;-123.2747;52.22;NaN;;49.68;6.068;176.9;12 / 21;244519;2018-03-07 17:35:20:976
0.1101;1.7492;9.5306;0.1774;1.635;9.6678;-0.311;0.1093;0.2197;0.0119;-0.024;0.0032;562.0;131.61;10.92;-55.1;278.34;-9.48;-1.08;8.0;1002.58;62.416;44.567577;-123.2747;52.19;NaN;;49.75;6.068;177.6;12 / 21;245021;2018-03-07 17:35:21:478
0.1723;1.7348;9.7962;0.184;1.6676;9.6621;-0.1049;0.0641;-0.2946;0.0062;-0.002;0.004;562.0;129.58;10.69;-58.02;278.76;-9.72;-1.13;8.0;1002.61;62.416;44.567577;-123.2747;52.19;NaN;;49.75;6.068;177.6;12 / 21;245519;2018-03-07 17:35:21:976
0.1388;1.8999;9.6144;0.1071;1.6402;9.6679;-0.3053;0.0297;0.2344;-0.0125;0.0269;0.0021;561.0;130.35;10.54;-57.82;278.8;-9.73;-0.98;8.0;1002.6;62.416;44.567577;-123.2747;52.27;NaN;;50.29;6.068;178.0;12 / 21;246019;2018-03-07 17:35:22:476
-0.0622;1.9956;9.4875;0.02;1.7167;9.6552;-0.1709;0.202;-0.0068;-0.005;-0.0138;0.0111;562.0;130.46;10.92;-58.7;279.22;-10.08;-0.12;8.0;1002.62;62.416;44.567577;-123.2747;52.27;NaN;;50.29;6.068;178.0;12 / 21;246520;2018-03-07 17:35:22:977
0.0838;1.6941;9.2004;0.0315;1.7382;9.6513;-0.0062;0.0985;-0.3231;0.0044;-0.0134;0.0111;562.0;130.6;10.04;-58.7;278.76;-10.16;-0.1;8.0;1002.63;62.416;44.567577;-123.2747;52.4;NaN;;51.01;6.068;177.9;12 / 21;247020;2018-03-07 17:35:23:477
-0.122;1.7204;10.1192;0.0;1.7365;9.6517;-0.0926;-0.0335;0.4562;-0.0115;0.0067;0.0068;561.0;130.64;10.15;-58.09;278.73;-10.2;0.0;8.0;1002.62;62.416;44.567577;-123.2747;52.4;NaN;;51.01;6.068;177.9;12 / 21;247521;2018-03-07 17:35:23:978
-0.2489;1.742;10.0235;-0.0243;1.7554;9.6482;-0.2937;0.0851;0.1715;-0.0044;-0.0138;0.0097;562.0;130.33;10.86;-58.04;279.3;-10.32;0.12;8.0;1002.63;62.416;44.567577;-123.2747;52.01;NaN;;52.02;6.068;177.4;12 / 21;248021;2018-03-07 17:35:24:478
-0.0335;1.9238;10.349;-0.013;1.7635;9.6468;-0.1049;0.0973;0.0332;-0.0068;-0.0018;0.0058;561.0;130.45;10.74;-58.51;279.4;-10.4;0.09;8.0;1002.66;62.416;44.567577;-123.2747;52.01;NaN;;52.02;6.068;177.4;12 / 21;248519;2018-03-07 17:35:24:976
0.0431;1.8544;9.5761;-0.002;1.7915;9.6416;0.0348;0.0153;-0.0719;0.0315;-0.0022;-0.0021;559.0;129.67;10.7;-57.92;279.24;-10.26;-0.02;8.0;1002.66;62.416;44.567577;-123.2747;51.97;NaN;;53.14;6.068;177.0;12 / 21;249019;2018-03-07 17:35:25:476
-0.1436;1.5625;9.8536;0.0042;1.7193;9.6548;0.1026;-0.2742;-0.383;-0.0068;-0.0018;-5.0E-4;558.0;130.25;10.9;-58.09;279.19;-10.14;-0.04;8.0;1002.66;62.416;44.567577;-123.2747;51.97;NaN;;53.14;6.068;177.0;12 / 21;249519;2018-03-07 17:35:25:976
0.2417;1.2754;9.4062;0.0084;1.6351;9.6694;0.0417;-0.4659;0.331;0.0119;-0.0091;-0.0054;561.0;130.15;10.93;-58.49;279.02;-9.75;-0.05;8.0;1002.68;62.416;44.567577;-123.2747;51.93;NaN;;53.64;6.068;177.0;12 / 21;250020;2018-03-07 17:35:26:477
0.1196;1.2203;9.6885;0.026;1.6083;9.6738;0.2098;-0.3241;0.0614;-3.0E-4;0.0053;-0.0078;560.0;129.8;10.76;-58.57;278.96;-9.49;-0.17;8.0;1002.69;62.416;44.567577;-123.2747;51.93;NaN;;53.64;6.068;177.0;12 / 21;250519;2018-03-07 17:35:26:976
0.1292;1.3161;10.5858;0.0137;1.5547;9.6826;0.0459;-0.4205;0.5055;0.0203;0.0031;-0.0082;560.0;130.7;10.79;-58.01;278.69;-9.15;-0.1;8.0;1002.7;62.416;44.567577;-123.2747;51.72;NaN;;53.5;6.068;176.5;12 / 21;251020;2018-03-07 17:35:27:477
0.3111;1.4716;9.8895;0.0927;1.6403;9.6681;0.1904;-0.0505;-0.0136;0.0015;-0.0102;-0.0072;559.0;130.26;10.28;-58.63;278.5;-9.6;-0.5;8.0;1002.72;62.416;44.567577;-123.2747;51.72;NaN;;53.5;6.068;176.5;12 / 21;251520;2018-03-07 17:35:27:977
0.0814;1.6199;10.4782;0.0983;1.6424;9.6676;-0.0443;-0.0602;0.7048;0.0404;-0.0163;-0.006;559.0;129.98;10.14;-58.73;278.44;-9.5;-0.57;8.0;1002.73;62.416;44.567577;-123.2747;51.49;NaN;;52.24;6.068;177.6;12 / 21;252019;2018-03-07 17:35:28:476
0.0933;1.2227;9.9494;0.1223;1.6817;9.6606;-0.0735;-0.1298;-0.1514;-7.0E-4;-0.0055;0.0042;557.0;130.45;9.74;-57.53;278.53;-9.94;-0.67;8.0;1002.72;62.416;44.567577;-123.2747;51.49;NaN;;52.24;6.068;177.6;12 / 21;252520;2018-03-07 17:35:28:977
-0.0742;1.2682;11.062;0.1011;1.6829;9.6606;0.0723;-0.3753;0.4193;0.0237;0.0139;1.0E-4;557.0;129.78;10.32;-57.51;278.49;-9.83;-0.68;8.0;1002.73;62.416;44.567577;-123.2747;51.45;NaN;;51.88;6.068;177.9;12 / 21;253020;2018-03-07 17:35:29:477
-0.1436;1.5434;10.215;-0.0283;1.7319;9.6525;-0.1456;-0.3785;0.1859;0.0333;0.0143;0.0019;552.0;130.17;9.49;-57.61;278.33;-10.06;0.07;8.0;1002.71;62.416;44.567577;-123.2747;51.45;NaN;;51.88;6.068;177.9;12 / 21;253519;2018-03-07 17:35:29:976
-0.3493;1.6606;9.9757;-0.0386;1.7176;9.655;-0.0727;-0.6455;-0.0458;0.0172;-0.0114;0.0068;549.0;130.37;9.31;-56.96;278.42;-10.38;0.19;8.0;1002.72;62.416;44.567577;-123.2747;51.42;NaN;;50.8;6.068;177.8;12 / 21;254019;2018-03-07 17:35:30:476
-0.0526;0.5408;10.8443;0.0233;1.7269;9.6534;-0.0736;-1.1415;0.7499;0.0429;-0.0163;0.0085;543.0;129.91;8.6;-56.87;278.24;-10.14;-0.14;8.0;1002.69;62.416;44.567577;-123.2747;51.42;NaN;;50.8;6.068;177.8;12 / 21;254519;2018-03-07 17:35:30:976
0.0263;1.0576;10.9831;0.0326;1.8437;9.6317;-0.0773;-0.7415;0.3365;0.0628;0.0041;0.0032;540.0;130.43;7.6;-56.12;277.98;-10.83;-0.29;8.0;1002.65;62.416;44.567577;-123.2747;52.19;NaN;;47.95;6.068;177.4;12 / 21;255019;2018-03-07 17:35:31:476
0.1196;1.1821;10.3179;0.0432;1.9558;9.6095;-0.1037;-0.8639;0.461;0.0479;-0.012;-0.0048;535.0;130.1;6.68;-54.48;277.62;-11.41;-0.24;8.0;1002.59;62.416;44.567577;-123.2747;52.19;NaN;;47.95;6.068;177.4;12 / 21;255519;2018-03-07 17:35:31:976
0.1196;1.6319;9.4038;0.0851;2.0466;9.5903;-0.1173;-0.723;-0.194;0.0245;-0.0277;-0.0032;532.0;129.79;5.71;-55.35;277.47;-11.97;-0.39;8.0;1002.53;62.416;44.567577;-123.2747;53.5;NaN;;42.41;6.068;177.1;12 / 21;256019;2018-03-07 17:35:32:476
0.3015;2.2325;9.2076;0.1657;1.9675;9.6058;0.0837;8.0E-4;-0.836;-0.0068;-0.0036;-0.006;533.0;129.42;6.01;-54.72;277.24;-11.58;-0.92;8.0;1002.44;62.416;44.567577;-123.2747;53.5;NaN;;42.41;6.068;177.1;12 / 21;256520;2018-03-07 17:35:32:977
0.3613;2.1631;9.0688;0.164;1.9462;9.6102;-0.012;0.4135;-0.8666;-0.0736;-0.0045;-0.0019;536.0;129.28;5.8;-54.33;276.97;-11.09;-0.91;8.0;1002.38;62.416;44.567577;-123.2747;54.38;NaN;;36.97;6.068;177.2;12 / 21;257019;2018-03-07 17:35:33:476
0.6054;2.6824;8.5328;0.2899;1.8824;9.6199;0.1867;0.759;-0.9091;-0.0813;-0.0028;-0.017;544.0;128.91;7.25;-55.1;277.28;-11.07;-1.73;8.0;1002.32;62.416;44.567577;-123.2747;54.38;NaN;;36.97;6.068;177.2;12 / 21;257520;2018-03-07 17:35:33:977
0.2823;2.2875;9.2722;0.3067;1.7651;9.6416;0.0227;0.5545;0.0456;-0.0986;0.0049;-0.0107;552.0;129.55;8.57;-56.66;278.3;-11.42;-1.95;8.0;1002.27;62.416;44.567577;-123.2747;54.86;NaN;;35.53;6.068;178.7;12 / 21;258019;2018-03-07 17:35:34:476
